payment_id,invoice_id,payment_date,payment_amount,payment_method
PAY-651915,INV-402139,2021-12-27,1488795.4,Bank Transfer
PAY-413186,INV-272062,2022-04-06,331520.0,Cheque
PAY-961482,INV-545665,2022-01-04,555476.46,Cheque
PAY-862751,INV-315834,2021-12-03,1159995.8,Cash
PAY-460204,INV-384559,2019-03-25,1907294.2,Cheque
PAY-289348,INV-660030,2023-11-11,340759.35,Bank Transfer
PAY-492925,INV-848049,2020-01-29,210048.0,Credit Card
PAY-995292,INV-259536,2020-05-07,55646.78,UPI
PAY-821409,INV-259536,2020-05-13,77516.22,Cheque
PAY-295738,INV-109467,2019-09-24,1672062.4,Bank Transfer
PAY-908879,INV-332390,2024-06-20,527862.4,Cheque
PAY-886157,INV-744667,2023-10-29,2019946.4,Cash
PAY-289680,INV-108623,2024-10-30,3549150.4,Cheque
PAY-452128,INV-429649,2023-01-04,2923020.36,Bank Transfer
PAY-205218,INV-313794,2023-01-06,1423391.12,UPI
PAY-225852,INV-434781,2024-08-19,2418614.8,Credit Card
PAY-218146,INV-823903,2023-06-17,392193.0,Cash
PAY-558111,INV-344390,2019-11-03,4519.07,Bank Transfer
PAY-313574,INV-793781,2020-01-27,416486.74,Bank Transfer
PAY-343510,INV-570586,2024-04-16,2155389.0,Cash
PAY-684201,INV-620070,2020-08-21,939554.2,Cheque
PAY-698547,INV-729062,2020-05-15,1660180.0,Bank Transfer
PAY-221093,INV-976824,2019-10-28,2178214.2,UPI
PAY-895946,INV-309611,2023-12-05,1073386.6,Bank Transfer
PAY-945467,INV-971265,2024-02-23,746814.0,UPI
PAY-471971,INV-811800,2020-07-20,941781.74,Credit Card
PAY-309192,INV-811800,2020-08-01,1683835.95,Cash
PAY-379956,INV-811800,2020-06-21,2039476.91,Bank Transfer
PAY-590111,INV-580289,2021-07-19,1124253.64,Cash
PAY-492891,INV-753785,2021-10-18,244709.19,Bank Transfer
PAY-418855,INV-753785,2021-11-25,2355165.81,Cash
PAY-791929,INV-757808,2019-04-14,1997632.0,Credit Card
PAY-870201,INV-268835,2022-04-09,1935118.0,Cheque
PAY-200467,INV-985099,2020-10-19,1975473.24,Bank Transfer
PAY-141218,INV-564166,2020-04-24,1576748.8,Cash
PAY-709541,INV-658849,2024-09-11,3064424.4,Cheque
PAY-415861,INV-190145,2019-10-18,1830795.6,Cheque
PAY-267766,INV-937662,2024-08-24,317952.0,Cheque
PAY-175937,INV-457926,2019-06-12,39386.63,Credit Card
PAY-117036,INV-527651,2019-10-23,1421925.0,UPI
PAY-986372,INV-586962,2020-02-14,2560641.8,UPI
PAY-819036,INV-654528,2022-12-15,2510571.8,Bank Transfer
PAY-551270,INV-446022,2023-06-03,1882096.0,Bank Transfer
PAY-734614,INV-431559,2025-01-24,44946.2,Bank Transfer
PAY-922080,INV-399557,2021-01-09,3440796.0,UPI
PAY-857829,INV-687768,2024-02-07,21842.58,Cash
PAY-403056,INV-931494,2023-12-06,989465.64,Bank Transfer
PAY-801345,INV-751204,2019-10-30,1702594.0,Credit Card
PAY-622931,INV-948634,2024-12-01,148557.19,Cash
PAY-524500,INV-637130,2020-02-17,6126.17,Cheque
PAY-872853,INV-774080,2023-12-12,1343219.2,Cash
PAY-896123,INV-809798,2023-09-26,402216.73,Cash
PAY-892985,INV-875683,2020-01-12,183872.0,Credit Card
PAY-349293,INV-695229,2022-10-17,1386207.0,Bank Transfer
PAY-359908,INV-740635,2021-01-01,3357426.0,UPI
PAY-822685,INV-335415,2023-05-06,4420986.0,Cheque
PAY-924376,INV-512392,2024-01-01,536325.2,Credit Card
PAY-127532,INV-366898,2019-08-11,1084633.74,Bank Transfer
PAY-889031,INV-755221,2022-02-10,755676.18,Cheque
PAY-690564,INV-455484,2024-11-07,1096443.18,UPI
PAY-827255,INV-749279,2019-10-19,1117834.11,Cash
PAY-867203,INV-749279,2019-09-14,552596.89,Bank Transfer
PAY-118490,INV-996851,2020-11-13,4361540.8,Cash
PAY-434898,INV-345659,2021-02-17,2957472.2,Bank Transfer
PAY-463027,INV-213587,2022-04-04,1868621.0,Credit Card
PAY-853417,INV-669698,2023-05-08,130466.05,Cheque
PAY-570231,INV-807456,2019-09-19,8062238.0,Cheque
PAY-606878,INV-136797,2023-02-26,11390.19,Credit Card
PAY-296374,INV-977464,2020-05-17,1690476.77,Credit Card
PAY-502422,INV-232094,2024-10-08,2340109.4,Bank Transfer
PAY-789280,INV-147922,2024-05-05,2356632.8,Credit Card
PAY-737213,INV-578368,2019-05-12,1397513.8,UPI
PAY-234541,INV-797229,2019-11-08,1034718.0,Cash
PAY-268592,INV-335360,2019-12-21,7363.2,Cheque
PAY-687713,INV-294210,2021-11-04,1268958.0,UPI
PAY-863434,INV-741164,2020-09-20,4168206.0,Credit Card
PAY-379364,INV-774085,2024-01-28,1866379.8,UPI
PAY-758562,INV-732676,2019-09-28,212738.82,Credit Card
PAY-825209,INV-732676,2019-09-18,135279.28,Cheque
PAY-386745,INV-732676,2019-10-24,481540.9,Bank Transfer
PAY-303775,INV-177935,2020-02-18,1964931.0,Cash
PAY-772502,INV-659559,2021-11-15,1189133.6,Cheque
PAY-568204,INV-358350,2024-08-03,2120467.4,Cheque
PAY-146505,INV-916508,2022-03-27,26550.0,Cash
PAY-383930,INV-750184,2024-12-17,288232.92,UPI
PAY-457926,INV-491006,2019-12-02,1284197.2,Bank Transfer
PAY-331497,INV-251155,2024-05-25,494056.67,Cheque
PAY-636433,INV-251155,2024-04-03,25988.13,Cash
PAY-503818,INV-609537,2019-11-25,2362117.91,UPI
PAY-506822,INV-307136,2022-06-08,1393862.8,Credit Card
PAY-715744,INV-696487,2022-08-31,722397.69,Cheque
PAY-355878,INV-410047,2022-10-03,511841.6,Cash
PAY-361680,INV-537111,2023-10-27,1233476.64,UPI
PAY-421812,INV-793819,2023-11-09,681077.6,Cash
PAY-471462,INV-793819,2023-10-14,1968214.0,Bank Transfer
PAY-868371,INV-105865,2024-07-13,863599.0,Cheque
PAY-552791,INV-445594,2019-10-01,1663118.4,Cheque
PAY-365174,INV-634737,2023-04-29,1203983.0,Bank Transfer
PAY-448490,INV-568983,2022-02-12,158570.94,Cheque
PAY-596555,INV-509107,2021-07-12,848904.15,Cash
PAY-123654,INV-781272,2023-07-09,2068910.0,Bank Transfer
PAY-447069,INV-981552,2024-05-05,2869261.0,Credit Card
PAY-298033,INV-161118,2024-06-23,521866.0,UPI
PAY-447323,INV-173069,2022-05-25,3544329.0,Cheque
PAY-699503,INV-527616,2021-04-02,682155.0,UPI
PAY-248159,INV-464687,2021-07-31,118278.54,UPI
PAY-140410,INV-679284,2020-02-09,1765445.0,Bank Transfer
PAY-513598,INV-951318,2019-10-08,1480666.4,Cash
PAY-178546,INV-569828,2024-04-28,881447.0,Cheque
PAY-624633,INV-196254,2021-09-29,320991.2,UPI
PAY-692499,INV-644011,2019-12-06,557065.87,Cash
PAY-131657,INV-523750,2020-01-05,2048877.8,UPI
PAY-980565,INV-312373,2021-04-10,4049647.0,Cheque
PAY-972407,INV-655476,2022-11-23,4576766.4,Credit Card
PAY-186513,INV-256035,2020-08-14,2425997.8,Bank Transfer
PAY-766934,INV-150770,2024-03-19,1645224.0,Bank Transfer
PAY-306930,INV-150770,2024-03-23,140431.0,Credit Card
PAY-290436,INV-808418,2020-06-28,2379304.0,UPI
PAY-721941,INV-553619,2023-04-01,880683.29,UPI
PAY-817273,INV-951716,2020-02-24,44371.72,UPI
PAY-283613,INV-951716,2020-02-23,265690.28,Credit Card
PAY-526568,INV-810541,2020-04-02,5310.0,Credit Card
PAY-175296,INV-692431,2024-05-19,2306837.0,Bank Transfer
PAY-277923,INV-389110,2022-03-24,1591227.4,Bank Transfer
PAY-253086,INV-186504,2021-02-11,63047.4,Cash
PAY-989986,INV-946911,2024-12-17,1440694.0,Cheque
PAY-353071,INV-895160,2021-05-13,982133.0,Bank Transfer
PAY-576764,INV-209931,2023-09-14,83913.0,Bank Transfer
PAY-593262,INV-853877,2021-09-24,927188.0,Credit Card
PAY-211090,INV-635496,2023-10-03,2130619.6,Credit Card
PAY-558691,INV-785030,2021-01-10,601157.51,Cheque
PAY-863556,INV-381059,2022-06-26,137046.64,UPI
PAY-347902,INV-381059,2022-07-14,2049419.36,Cash
PAY-355952,INV-358934,2019-06-12,25377.67,UPI
PAY-458828,INV-554868,2024-02-14,193586.54,Bank Transfer
PAY-841503,INV-246718,2022-08-28,660929.0,Credit Card
PAY-242047,INV-364928,2022-05-05,1996762.4,UPI
PAY-771999,INV-167065,2020-01-24,4033859.2,Cheque
PAY-135741,INV-670704,2021-11-10,1170310.4,Cheque
PAY-774672,INV-725650,2021-11-27,337209.69,Bank Transfer
PAY-246849,INV-365785,2023-03-07,1680210.8,UPI
PAY-264207,INV-664606,2019-05-10,260442.41,UPI
PAY-741060,INV-403453,2021-08-25,294619.6,Bank Transfer
PAY-507492,INV-886427,2023-09-07,250880.0,Cheque
PAY-374903,INV-418627,2020-07-02,38531.7,Cash
PAY-627401,INV-393993,2021-11-29,8877.73,Cash
PAY-104644,INV-403917,2021-12-10,909780.52,Bank Transfer
PAY-951111,INV-388812,2024-11-16,543947.2,Credit Card
PAY-982794,INV-891497,2021-07-01,29774.6,UPI
PAY-188264,INV-396802,2023-07-26,1978191.98,Credit Card
PAY-629801,INV-396802,2023-07-21,3332814.42,UPI
PAY-527248,INV-700266,2020-02-21,344213.14,UPI
PAY-880208,INV-700266,2020-01-19,120278.99,UPI
PAY-912478,INV-700266,2019-12-31,17335.67,Bank Transfer
PAY-440176,INV-198942,2024-05-24,1904666.0,Bank Transfer
PAY-394034,INV-244744,2024-09-08,1201265.2,UPI
PAY-884284,INV-707345,2020-11-10,1542245.46,Credit Card
PAY-541811,INV-565058,2024-11-13,1645199.26,UPI
PAY-733921,INV-565058,2024-10-05,1784117.14,Cheque
PAY-187901,INV-725900,2022-07-08,145225.0,Credit Card
PAY-325057,INV-586909,2024-02-23,1158666.0,UPI
PAY-859171,INV-692327,2023-07-30,870555.0,UPI
PAY-397826,INV-768213,2024-09-04,151982.95,UPI
PAY-896065,INV-657764,2020-04-16,2999788.8,UPI
PAY-168759,INV-774744,2022-11-06,721465.2,UPI
PAY-209189,INV-753243,2022-05-04,293687.0,Bank Transfer
PAY-679013,INV-474059,2021-04-23,3663616.0,UPI
PAY-242475,INV-527899,2022-08-30,28143.0,UPI
PAY-798660,INV-831543,2019-08-24,832205.22,Credit Card
PAY-372447,INV-841338,2021-08-26,344727.2,Cheque
PAY-678778,INV-568621,2019-05-03,287773.21,Bank Transfer
PAY-408467,INV-408153,2023-11-16,26550.0,Cash
PAY-451674,INV-787999,2019-02-28,2958374.6,Cash
PAY-228850,INV-505059,2021-12-15,634111.0,Cheque
PAY-383755,INV-355137,2019-12-12,1146516.0,Bank Transfer
PAY-861178,INV-522634,2022-12-07,146348.73,Cash
PAY-998347,INV-260964,2020-07-01,4935369.03,Credit Card
PAY-489471,INV-260964,2020-06-23,168157.77,Cash
PAY-123868,INV-761699,2023-05-27,2988007.0,UPI
PAY-694652,INV-526293,2020-10-04,1991800.6,Bank Transfer
PAY-558466,INV-384938,2021-03-28,115788.91,Credit Card
PAY-786480,INV-236255,2024-06-11,77821.0,Credit Card
PAY-217893,INV-587941,2024-10-25,642959.81,UPI
PAY-994164,INV-938645,2022-04-12,7081630.0,Bank Transfer
PAY-587650,INV-630957,2020-05-25,739122.8,UPI
PAY-287107,INV-443133,2024-09-08,2078473.95,Bank Transfer
PAY-737427,INV-443133,2024-09-19,1258517.62,Cash
PAY-113095,INV-443133,2024-08-17,942480.03,Cash
PAY-908442,INV-390117,2022-06-30,4283964.0,Bank Transfer
PAY-434900,INV-138210,2024-10-04,153164.0,UPI
PAY-888165,INV-992524,2022-02-13,646383.32,Cheque
PAY-993133,INV-487680,2024-11-09,637342.66,Credit Card
PAY-490746,INV-537080,2022-05-18,11974.81,Cheque
PAY-469956,INV-537080,2022-05-13,37781.1,Cash
PAY-992280,INV-537080,2022-05-11,122212.09,Bank Transfer
PAY-997749,INV-883811,2024-08-24,833395.89,Credit Card
PAY-414718,INV-482958,2020-09-04,1228992.0,Cheque
PAY-661673,INV-946423,2020-05-06,982117.17,Cheque
PAY-580422,INV-151885,2021-02-28,144640.0,Cheque
PAY-862383,INV-283804,2022-04-29,2399582.0,Bank Transfer
PAY-320558,INV-353272,2022-03-12,2557010.4,UPI
PAY-963740,INV-175697,2020-02-11,4988259.31,Bank Transfer
PAY-787767,INV-618484,2020-04-25,726853.4,Bank Transfer
PAY-993939,INV-824666,2021-06-06,117961.0,Cash
PAY-302703,INV-718407,2024-08-13,139208.2,Cash
PAY-473924,INV-782735,2020-04-24,1431853.4,Bank Transfer
PAY-409094,INV-764206,2019-04-27,560210.51,Cash
PAY-156531,INV-178168,2024-01-12,573087.2,Cash
PAY-526117,INV-776207,2019-03-17,801737.0,Cash
PAY-549758,INV-582608,2024-01-09,942313.0,UPI
PAY-289629,INV-516948,2024-10-03,2336865.6,Cheque
PAY-931745,INV-131392,2021-10-05,155537.99,Cheque
PAY-626499,INV-603198,2024-02-07,1167557.17,UPI
PAY-550767,INV-603198,2024-02-04,100594.03,UPI
PAY-114867,INV-299380,2022-04-13,1810203.8,UPI
PAY-896979,INV-848878,2022-11-25,1653302.19,Cheque
PAY-405648,INV-848878,2022-12-17,1269484.81,Credit Card
PAY-843888,INV-563222,2024-09-04,1907840.0,Bank Transfer
PAY-649053,INV-430584,2019-04-21,957495.43,Cheque
PAY-375125,INV-663483,2024-10-24,1739137.0,Cash
PAY-608795,INV-976135,2022-03-28,253129.25,Bank Transfer
PAY-996683,INV-976135,2022-03-25,558990.9,Bank Transfer
PAY-427183,INV-976135,2022-02-08,815274.04,Credit Card
PAY-138512,INV-791786,2019-06-09,1014484.0,UPI
PAY-557372,INV-634075,2020-03-21,600725.86,Cheque
PAY-357271,INV-505766,2022-01-25,997078.72,UPI
PAY-936513,INV-840495,2022-09-25,40302.8,UPI
PAY-749422,INV-355853,2021-07-24,65157.1,Cheque
PAY-431728,INV-355853,2021-08-15,1121602.9,Bank Transfer
PAY-857462,INV-823736,2021-11-05,2155849.49,Cheque
PAY-701705,INV-331231,2020-08-26,1644191.15,UPI
PAY-133771,INV-701535,2020-04-16,73735.52,Cash
PAY-997771,INV-572183,2020-09-18,1073744.8,Cash
PAY-423146,INV-313509,2023-02-05,1385303.38,Credit Card
PAY-247977,INV-769992,2019-12-14,3465584.32,Bank Transfer
PAY-162916,INV-769992,2019-10-16,365758.88,Cash
PAY-606332,INV-777662,2022-02-09,584064.0,Credit Card
PAY-312022,INV-857453,2021-12-01,760256.0,Cash
PAY-252953,INV-770279,2019-12-27,2432747.0,UPI
PAY-921763,INV-562374,2024-08-22,1769867.46,Cheque
PAY-440071,INV-562374,2024-08-25,52351.9,Cheque
PAY-158745,INV-562374,2024-08-11,2950848.44,Cash
PAY-529080,INV-291098,2024-03-04,2193608.97,Credit Card
PAY-915812,INV-765347,2023-03-21,1152111.29,Credit Card
PAY-286504,INV-656150,2024-09-25,971066.07,Cash
PAY-345324,INV-764134,2021-12-21,1129638.6,Cash
PAY-759320,INV-306486,2021-08-29,291466.6,Bank Transfer
PAY-363707,INV-299230,2021-04-28,1005257.4,Cheque
PAY-110320,INV-333981,2022-12-09,564279.82,Bank Transfer
PAY-154329,INV-333981,2022-12-05,2029361.18,Cash
PAY-402762,INV-231617,2019-10-23,5714314.4,Cheque
PAY-364454,INV-354646,2020-08-11,492121.7,Cash
PAY-738933,INV-434814,2020-09-27,1373301.75,Cheque
PAY-210467,INV-305035,2024-07-23,1891171.0,Cheque
PAY-173702,INV-978005,2019-05-05,557033.84,Bank Transfer
PAY-551760,INV-239759,2021-03-17,2677558.99,Cheque
PAY-170939,INV-239759,2021-02-17,76273.61,Cash
PAY-772486,INV-881707,2020-08-14,2545343.2,Credit Card
PAY-167793,INV-381987,2019-11-28,330649.13,Cash
PAY-331853,INV-381987,2019-12-11,56540.67,Cash
PAY-974337,INV-139887,2022-12-23,1557919.29,Credit Card
PAY-340257,INV-139887,2022-11-23,2777240.71,Credit Card
PAY-486607,INV-198266,2024-03-16,3260801.2,Cheque
PAY-249134,INV-127454,2023-03-01,846255.22,Bank Transfer
PAY-173882,INV-681797,2021-01-27,471296.0,Cheque
PAY-758668,INV-599759,2024-12-24,589539.16,Credit Card
PAY-134535,INV-763950,2019-03-22,208366.03,Bank Transfer
PAY-320140,INV-476781,2022-02-13,553313.06,UPI
PAY-685659,INV-476781,2022-01-20,1248002.34,Bank Transfer
PAY-138521,INV-790774,2025-01-24,511111.0,UPI
PAY-267690,INV-968454,2025-01-25,2347463.2,Cheque
PAY-785313,INV-251419,2023-02-12,1233238.31,Cheque
PAY-674234,INV-233735,2019-09-28,1050683.05,Bank Transfer
PAY-506323,INV-117301,2019-06-13,92212.0,Credit Card
PAY-945673,INV-415150,2024-07-16,2783560.8,Bank Transfer
PAY-999857,INV-410110,2022-01-24,400127.9,Cheque
PAY-586767,INV-552764,2019-02-25,5006152.8,Cash
PAY-596846,INV-157076,2022-01-31,5926978.0,Credit Card
PAY-786660,INV-198266,2024-03-18,52058.47,UPI
PAY-784478,INV-198266,2024-03-16,120710.93,Cheque
PAY-360196,INV-658923,2024-01-21,3024040.0,Cheque
PAY-178410,INV-635418,2022-10-12,1055439.0,Cheque
PAY-841967,INV-450996,2024-06-17,538432.0,Cheque
PAY-273661,INV-457366,2019-07-29,2041.51,UPI
PAY-767847,INV-544944,2023-05-20,17110.0,UPI
PAY-161789,INV-119902,2022-08-12,1468001.8,Bank Transfer
PAY-798296,INV-945243,2019-06-29,312192.0,UPI
PAY-469157,INV-480024,2019-08-22,3662958.6,Bank Transfer
PAY-963232,INV-232491,2022-03-11,599489.2,Bank Transfer
PAY-127680,INV-249841,2023-12-16,34496.0,Credit Card
PAY-973857,INV-941280,2020-02-09,2029822.6,Bank Transfer
PAY-708182,INV-557894,2020-09-17,420667.3,Cash
PAY-560380,INV-557894,2020-09-17,503667.95,Cash
PAY-483277,INV-557894,2020-09-20,38147.55,Credit Card
PAY-780142,INV-640349,2019-04-27,1698819.2,UPI
PAY-236373,INV-601376,2024-04-04,2487820.2,Cheque
PAY-214765,INV-220993,2022-06-24,2046149.07,Cheque
PAY-180174,INV-351178,2023-08-11,1426905.2,Bank Transfer
PAY-258859,INV-923985,2022-03-09,1270242.97,Bank Transfer
PAY-654408,INV-685012,2019-07-16,2303872.0,Cash
PAY-913350,INV-450736,2023-01-13,3679862.6,Cash
PAY-206360,INV-819999,2024-07-24,471594.2,Bank Transfer
PAY-164764,INV-605560,2024-10-30,975347.01,Credit Card
PAY-964300,INV-847347,2023-08-08,1525501.2,UPI
PAY-381422,INV-523086,2020-06-18,1166594.0,UPI
PAY-488603,INV-553338,2024-05-04,574214.47,Bank Transfer
PAY-203574,INV-601377,2022-08-14,22089.6,Bank Transfer
PAY-385895,INV-563411,2022-12-20,1486108.0,UPI
PAY-434512,INV-213128,2024-11-14,5145326.09,Bank Transfer
PAY-510818,INV-213128,2024-11-03,495092.71,Credit Card
PAY-571972,INV-193324,2022-04-16,4599310.8,UPI
PAY-950275,INV-455423,2019-10-01,147869.6,UPI
PAY-611557,INV-361160,2020-10-17,1387370.0,UPI
PAY-379014,INV-848465,2023-12-11,1609556.2,UPI
PAY-336002,INV-920579,2019-03-25,757658.4,Bank Transfer
PAY-289236,INV-235916,2021-08-07,1005504.0,Cheque
PAY-405553,INV-268039,2019-03-28,785840.69,Credit Card
PAY-501724,INV-718921,2022-12-26,8955435.0,Credit Card
PAY-151944,INV-371181,2019-09-12,943065.4,Cash
PAY-836652,INV-837897,2021-11-20,493772.8,Credit Card
PAY-205877,INV-289156,2019-09-16,169755.52,Bank Transfer
PAY-963166,INV-289156,2019-10-12,66417.28,Bank Transfer
PAY-851889,INV-421132,2020-09-06,1744459.0,Credit Card
PAY-646546,INV-706388,2024-12-08,679109.18,UPI
PAY-226899,INV-706388,2024-12-18,2907249.19,Credit Card
PAY-956089,INV-706388,2024-11-11,1326968.63,Bank Transfer
PAY-517818,INV-846756,2025-02-17,457907.0,Cheque
PAY-517027,INV-607101,2020-04-29,7319.2,UPI
PAY-833730,INV-607101,2020-03-23,19230.8,Cash
PAY-868227,INV-955691,2021-01-11,2721669.2,Bank Transfer
PAY-145197,INV-414480,2024-04-04,476544.0,UPI
PAY-115474,INV-583030,2023-08-25,3764707.0,Credit Card
PAY-372793,INV-424227,2022-06-04,799649.39,UPI
PAY-191846,INV-770092,2021-10-22,7385607.4,Credit Card
PAY-633138,INV-145139,2024-03-06,57360.78,Cheque
PAY-126487,INV-669537,2022-04-05,21952.0,Cash
PAY-786198,INV-351941,2021-12-04,2432682.2,Cheque
PAY-389200,INV-135172,2024-07-17,354800.16,Cheque
PAY-645107,INV-788557,2020-10-29,100042.46,UPI
PAY-714037,INV-788557,2020-10-09,8281.54,Cash
PAY-424839,INV-426833,2023-01-23,584630.56,Cheque
PAY-513106,INV-426833,2023-01-07,2266540.8,Bank Transfer
PAY-365319,INV-426833,2023-01-23,96389.85,Cheque
PAY-887204,INV-890263,2019-12-30,63255.4,Cheque
PAY-596296,INV-657089,2022-11-23,26941.63,UPI
PAY-111971,INV-404301,2019-04-02,485560.0,Cash
PAY-447792,INV-822786,2024-07-14,604374.2,Cheque
PAY-563068,INV-827353,2023-10-24,1755214.0,Cheque
PAY-352382,INV-108845,2024-03-04,1371130.8,Cash
PAY-615303,INV-617135,2020-10-31,4387372.4,UPI
PAY-489964,INV-508238,2021-05-03,409392.8,Cash
PAY-868969,INV-618215,2023-04-19,715008.0,Bank Transfer
PAY-811554,INV-714602,2023-03-04,2209332.6,Credit Card
PAY-813676,INV-511977,2021-02-08,1576.85,UPI
PAY-651396,INV-511977,2021-02-28,3084.15,Cash
PAY-946650,INV-454550,2020-06-03,1231628.0,Credit Card
PAY-209823,INV-418462,2022-06-24,2201706.8,Bank Transfer
PAY-317319,INV-668387,2020-07-12,4989440.0,Cheque
PAY-481057,INV-647395,2022-10-16,619713.2,Cheque
PAY-815698,INV-831456,2022-01-31,1727744.0,Cheque
PAY-991465,INV-480705,2021-01-30,473784.0,Credit Card
PAY-915706,INV-300318,2024-04-08,725049.86,Cheque
PAY-588889,INV-300318,2024-03-26,768427.05,Bank Transfer
PAY-394277,INV-300318,2024-04-11,442306.69,UPI
PAY-530161,INV-608083,2021-08-26,876116.4,Cash
PAY-486786,INV-124739,2021-03-31,3413251.8,Cash
PAY-331008,INV-369248,2022-06-05,793532.0,Bank Transfer
PAY-615790,INV-568075,2020-10-18,2768.65,Cheque
PAY-908232,INV-441055,2021-03-27,251170.16,Credit Card
PAY-567548,INV-863050,2021-04-22,424756.0,Bank Transfer
PAY-229746,INV-581147,2021-02-12,10620.0,Bank Transfer
PAY-969811,INV-546643,2020-04-12,1278941.4,UPI
PAY-846208,INV-419470,2023-08-29,391556.33,Bank Transfer
PAY-360984,INV-141610,2024-07-18,1918171.4,Credit Card
PAY-781124,INV-977612,2021-06-09,1258735.21,Cash
PAY-112769,INV-519818,2024-01-07,520259.72,Cash
PAY-360139,INV-950581,2024-05-02,306602.0,Cash
PAY-370064,INV-856716,2019-09-29,1807528.8,Cheque
PAY-365643,INV-607285,2020-10-04,519047.29,Credit Card
PAY-996491,INV-336268,2023-10-08,3810560.0,Credit Card
PAY-681623,INV-509370,2021-02-15,852113.2,Credit Card
PAY-449491,INV-195308,2024-07-20,902192.2,Cheque
PAY-473783,INV-919281,2023-10-04,513753.2,UPI
PAY-103081,INV-924699,2021-04-04,344856.26,Cash
PAY-118888,INV-431285,2024-03-01,2048330.0,Cash
PAY-292662,INV-792633,2019-07-16,216648.0,Credit Card
PAY-136698,INV-761656,2023-02-18,1745045.0,UPI
PAY-911343,INV-924031,2021-02-23,350141.6,Credit Card
PAY-837635,INV-716663,2021-01-11,880583.65,Credit Card
PAY-457745,INV-711465,2022-03-08,689140.2,UPI
PAY-273503,INV-166249,2019-08-14,3661027.6,UPI
PAY-139712,INV-764389,2024-07-16,1528668.0,UPI
PAY-649562,INV-372312,2020-01-29,4462889.0,Bank Transfer
PAY-725460,INV-405512,2021-05-09,89221.91,Cheque
PAY-557221,INV-405512,2021-06-13,145463.09,Cheque
PAY-988116,INV-544177,2021-08-03,563056.4,Cheque
PAY-335125,INV-343705,2019-05-18,260970.7,Cash
PAY-988804,INV-570567,2022-07-31,1029677.0,Bank Transfer
PAY-250407,INV-248993,2023-07-27,398093.67,Credit Card
PAY-818817,INV-622588,2020-03-11,1154219.48,Cash
PAY-268536,INV-712682,2023-02-05,1836532.8,Credit Card
PAY-704136,INV-612374,2022-01-09,617674.0,Cash
PAY-166702,INV-281022,2019-06-17,80889.0,Credit Card
PAY-719107,INV-682149,2021-10-04,2532619.6,UPI
PAY-213046,INV-425836,2021-09-02,53100.0,Cash
PAY-720905,INV-307029,2023-11-15,134551.0,Cash
PAY-540406,INV-795468,2020-12-10,2659414.4,Cheque
PAY-418683,INV-948871,2022-10-13,1147815.0,Cash
PAY-875226,INV-101940,2021-09-25,266825.19,Credit Card
PAY-168144,INV-944201,2023-01-04,1620283.0,Cheque
PAY-145720,INV-710568,2023-02-16,735266.48,Bank Transfer
PAY-761920,INV-100744,2022-07-31,1069998.6,Cash
PAY-490791,INV-705819,2019-06-19,2056586.4,Cheque
PAY-907919,INV-211638,2024-02-10,1936574.0,Cheque
PAY-600085,INV-939543,2023-08-01,239488.0,UPI
PAY-834330,INV-187414,2023-01-16,811935.0,UPI
PAY-179432,INV-493722,2020-11-13,329370.6,UPI
PAY-559853,INV-445768,2019-11-15,4266851.0,Cheque
PAY-617563,INV-933559,2023-11-25,2956189.62,Cheque
PAY-581530,INV-933559,2024-01-19,752387.38,Cheque
PAY-994157,INV-322571,2020-11-24,42962.59,Cheque
PAY-924806,INV-322571,2020-12-18,125108.21,Bank Transfer
PAY-991641,INV-940250,2023-07-27,756821.0,UPI
PAY-961584,INV-665744,2022-01-09,2307885.36,Bank Transfer
PAY-990239,INV-665744,2021-12-01,487523.84,UPI
PAY-598632,INV-894102,2021-03-03,211177.09,Bank Transfer
PAY-158175,INV-317134,2024-03-22,2312831.14,Cheque
PAY-895399,INV-317134,2024-03-28,1244282.13,Bank Transfer
PAY-929768,INV-317134,2024-04-04,1155921.93,UPI
PAY-748120,INV-999665,2020-02-01,21632.0,Cash
PAY-349887,INV-764096,2024-04-01,1011733.0,Credit Card
PAY-257011,INV-264828,2020-02-11,472821.54,UPI
PAY-709050,INV-648234,2023-03-16,948084.47,Cash
PAY-972813,INV-648234,2023-04-01,626071.13,Credit Card
PAY-361678,INV-163778,2022-07-16,2765216.6,Cash
PAY-400635,INV-695993,2021-06-14,2016574.0,Credit Card
PAY-673831,INV-453675,2024-06-28,453470.48,Cash
PAY-581901,INV-558872,2024-09-17,312563.86,UPI
PAY-200312,INV-448063,2019-08-08,670909.92,Cash
PAY-806694,INV-174221,2023-06-30,317241.77,Credit Card
PAY-206319,INV-511991,2023-05-31,1189308.0,Cheque
PAY-345290,INV-301072,2023-01-07,3052282.94,Credit Card
PAY-458976,INV-301072,2023-02-05,474726.66,UPI
PAY-471510,INV-438748,2020-10-10,284769.76,Cash
PAY-433143,INV-438748,2020-10-20,218065.28,UPI
PAY-998597,INV-438748,2020-10-06,839591.56,Bank Transfer
PAY-475928,INV-983271,2021-11-27,1724412.0,Cheque
PAY-555743,INV-606513,2019-08-16,57096.78,UPI
PAY-516189,INV-606513,2019-09-24,9207.22,Bank Transfer
PAY-426523,INV-355706,2020-11-14,951580.0,Credit Card
PAY-840597,INV-279529,2024-05-16,654583.4,UPI
PAY-941071,INV-623045,2022-11-05,3346643.1,Bank Transfer
