customer_id,total_orders,total_units,total_revenue,products_purchased,branches_used,customer_type,industry_segment,city,state,region,average_order_value,average_units_per_order,revenue_share_percentage,customer_value_category,revenue_share,cumulative_revenue_share
C0326,47,3035,55349670,30,1,Government,Mining,Kolkata,West Bengal,East,1177652.5531914893,64.57446808510639,0.21750625282922895,Medium Value,0.0021750625282922894,0.38830901345595475
C0126,39,2621,55322000,30,1,Dealer,Manufacturing,Hyderabad,Telangana,South,1418512.8205128205,67.2051282051282,0.21739751870279633,Medium Value,0.0021739751870279633,0.3904829886429827
C0340,39,2785,55130110,30,1,Government,Mining,Hyderabad,Telangana,South,1413592.564102564,71.41025641025641,0.21664345323401574,Medium Value,0.0021664345323401573,0.39264942317532286
C0263,40,2906,55123450,30,1,Government,Rental,Chennai,Tamil Nadu,South,1378086.25,72.65,0.21661728159389862,Medium Value,0.002166172815938986,0.39481559599126187
C0123,37,2661,55075400,30,1,Corporate,Infrastructure,Kolkata,West Bengal,East,1488524.3243243243,71.91891891891892,0.21642846067683724,Medium Value,0.0021642846067683724,0.39697988059803024
C0319,37,2936,54752580,30,1,Dealer,Mining,Bengaluru,Karnataka,South,1479799.4594594594,79.35135135135135,0.21515988276953746,Medium Value,0.0021515988276953747,0.39913147942572563
C0189,41,3262,54638690,30,1,Government,Manufacturing,Visakhapatnam,Andhra Pradesh,South,1332650.975609756,79.5609756097561,0.21471233200483156,Medium Value,0.0021471233200483155,0.4012786027457739
C0408,39,2900,54619740,30,1,Government,Infrastructure,Hyderabad,Telangana,South,1400506.1538461538,74.35897435897436,0.21463786465044415,Medium Value,0.0021463786465044416,0.4034249813922784
C0314,45,2829,54595560,30,1,Retail,Logistics,Kolkata,West Bengal,East,1213234.6666666667,62.86666666666667,0.21454284509218102,Medium Value,0.0021454284509218103,0.4055704098432002
C0331,44,3434,54547840,30,1,Dealer,Logistics,Delhi,Delhi,North,1239723.6363636365,78.04545454545455,0.21435532096809842,Medium Value,0.0021435532096809842,0.40771396305288116
C0035,46,3072,54533770,30,1,Dealer,Infrastructure,Indore,Madhya Pradesh,Central,1185516.7391304348,66.78260869565217,0.2143000304310942,Medium Value,0.002143000304310942,0.4098569633571921
C0413,46,3109,54533070,30,1,Fleet Owner,Manufacturing,Chennai,Tamil Nadu,South,1185501.5217391304,67.58695652173913,0.2142972796581089,Medium Value,0.0021429727965810892,0.41199993615377317
C0010,50,3255,54508210,30,1,Dealer,Construction,Chennai,Tamil Nadu,South,1090164.2,65.1,0.21419958792037436,Medium Value,0.0021419958792037435,0.4141419320329769
C0138,41,2943,54457080,30,1,Corporate,Mining,Hyderabad,Telangana,South,1328221.463414634,71.78048780487805,0.21399866360217773,Medium Value,0.0021399866360217773,0.41628191866899866
C0258,31,2559,54371200,30,1,Corporate,Mining,Chennai,Tamil Nadu,South,1753909.677419355,82.54838709677419,0.21366118305364015,Medium Value,0.0021366118305364014,0.4184185304995351
C0268,37,2712,54298750,30,1,Government,Mining,Pune,Maharashtra,West,1467533.7837837837,73.29729729729729,0.21337647804966312,Medium Value,0.002133764780496631,0.42055229528003174
C0414,44,2672,54269830,30,1,Dealer,Construction,Chennai,Tamil Nadu,South,1233405.2272727273,60.72727272727273,0.21326283182861389,Medium Value,0.002132628318286139,0.4226849235983179
C0161,43,3152,54232700,30,1,Dealer,Mining,Ahmedabad,Gujarat,West,1261225.5813953488,73.30232558139535,0.21311692297012294,Medium Value,0.0021311692297012294,0.42481609282801913
C0176,44,2963,54048740,30,1,Dealer,Logistics,Chennai,Tamil Nadu,South,1228380.4545454546,67.3409090909091,0.21239401982958997,Medium Value,0.0021239401982958996,0.42694003302631506
C0009,34,2677,54041610,30,1,Corporate,Rental,Ahmedabad,Gujarat,West,1589459.1176470588,78.73529411764706,0.21236600124189697,Medium Value,0.00212366001241897,0.42906369303873404
C0055,37,2941,53940970,30,1,Dealer,Construction,Delhi,Delhi,North,1457864.054054054,79.48648648648648,0.21197051868012678,Medium Value,0.002119705186801268,0.4311833982255353
C0162,30,2375,53940730,30,1,Retail,Mining,Kolkata,West Bengal,East,1798024.3333333333,79.16666666666667,0.21196957555796042,Medium Value,0.002119695755579604,0.43330309398111494
C0205,39,2580,53896570,30,1,Retail,Construction,Lucknow,Uttar Pradesh,North,1381963.3333333333,66.15384615384616,0.21179604107934585,Medium Value,0.0021179604107934586,0.4354210543919084
C0486,42,3174,53820770,30,1,Government,Manufacturing,Pune,Maharashtra,West,1281446.9047619049,75.57142857142857,0.21149817166179638,Medium Value,0.002114981716617964,0.43753603610852637
C0358,40,2669,53790030,30,1,Government,Infrastructure,Pune,Maharashtra,West,1344750.75,66.725,0.2113773734309854,Medium Value,0.002113773734309854,0.43964980984283625
C0448,37,2535,53741830,30,1,Fleet Owner,Logistics,Kolkata,West Bengal,East,1452481.8918918918,68.51351351351352,0.21118796306257007,Medium Value,0.0021118796306257006,0.44176168947346195
C0039,40,3061,53722520,30,1,Fleet Owner,Rental,Hyderabad,Telangana,South,1343063.0,76.525,0.2111120810249331,Medium Value,0.002111120810249331,0.4438728102837113
C0398,43,3153,53653050,30,1,Government,Rental,Hyderabad,Telangana,South,1247745.3488372094,73.32558139534883,0.210839086454522,Medium Value,0.00210839086454522,0.4459812011482565
C0328,40,2732,53610980,30,1,Government,Rental,Kolkata,West Bengal,East,1340274.5,68.3,0.21067376499810633,Medium Value,0.0021067376499810633,0.44808793879823755
C0381,34,2374,53603960,30,1,Corporate,Mining,Chennai,Tamil Nadu,South,1576587.0588235294,69.82352941176471,0.21064617867473964,Medium Value,0.0021064617867473964,0.45019440058498494
C0230,41,3170,53600640,30,1,Dealer,Infrastructure,Delhi,Delhi,North,1307332.6829268292,77.3170731707317,0.210633132151438,Medium Value,0.00210633132151438,0.45230073190649933
C0023,37,2461,53343670,30,1,Corporate,Mining,Chennai,Tamil Nadu,South,1441720.810810811,66.51351351351352,0.20962332338853976,Medium Value,0.0020962332338853975,0.45439696514038475
C0171,36,2524,53338800,30,1,Fleet Owner,Construction,Chennai,Tamil Nadu,South,1481633.3333333333,70.11111111111111,0.20960418586791355,Medium Value,0.0020960418586791355,0.45649300699906387
C0213,32,2288,53323570,30,1,Fleet Owner,Rental,Mumbai,Maharashtra,West,1666361.5625,71.5,0.20954433690710514,Medium Value,0.0020954433690710513,0.4585884503681349
C0156,36,2505,53295180,30,1,Government,Manufacturing,Chennai,Tamil Nadu,South,1480421.6666666667,69.58333333333333,0.2094327734141733,Medium Value,0.002094327734141733,0.46068277810227665
C0175,41,2665,53235590,30,1,Fleet Owner,Rental,Kolkata,West Bengal,East,1298429.024390244,65.0,0.20919860403961166,Medium Value,0.0020919860403961167,0.46277476414267277
C0467,55,2898,53206760,30,1,Retail,Construction,Delhi,Delhi,North,967395.6363636364,52.69090909090909,0.20908531148937484,Medium Value,0.0020908531148937483,0.46486561725756653
C0235,43,2933,53090300,30,1,Fleet Owner,Mining,Bhubaneswar,Odisha,East,1234658.1395348837,68.20930232558139,0.20862766145813721,Medium Value,0.002086276614581372,0.4669518938721479
C0396,40,2897,52935440,30,1,Government,Manufacturing,Ahmedabad,Gujarat,West,1323386.0,72.425,0.20801911188027822,Medium Value,0.002080191118802782,0.4690320849909507
C0312,40,2866,52920140,30,1,Government,Construction,Vadodara,Gujarat,West,1323003.5,71.65,0.20795898784217126,Medium Value,0.0020795898784217127,0.47111167486937244
C0464,39,2845,52911390,30,1,Corporate,Infrastructure,Lucknow,Uttar Pradesh,North,1356702.3076923077,72.94871794871794,0.20792460317985523,Medium Value,0.0020792460317985524,0.473190920901171
C0438,45,3016,52796800,30,1,Corporate,Rental,Kolkata,West Bengal,East,1173262.2222222222,67.02222222222223,0.20747430164216402,Medium Value,0.00207474301642164,0.4752656639175926
C0249,40,2725,52709760,30,1,Corporate,Construction,Ahmedabad,Gujarat,West,1317744.0,68.125,0.20713226266982224,Medium Value,0.0020713226266982224,0.47733698654429085
C0390,35,2582,52697070,30,1,Fleet Owner,Construction,Delhi,Delhi,North,1505630.5714285714,73.77142857142857,0.2070823950852747,Medium Value,0.002070823950852747,0.4794078104951436
C0101,43,3023,52693260,30,1,Corporate,Logistics,Chennai,Tamil Nadu,South,1225424.6511627906,70.30232558139535,0.20706742302088335,Medium Value,0.0020706742302088335,0.48147848472535243
C0335,43,3174,52685710,30,1,Government,Infrastructure,Guwahati,Assam,North East,1225249.0697674418,73.81395348837209,0.20703775396939922,Medium Value,0.002070377539693992,0.4835488622650464
C0001,40,2656,52640600,30,1,Retail,Construction,Kolkata,West Bengal,East,1316015.0,66.4,0.20686048629887602,Medium Value,0.0020686048629887602,0.48561746712803516
C0493,45,3145,52616240,30,1,Retail,Construction,Chennai,Tamil Nadu,South,1169249.7777777778,69.88888888888889,0.20676475939898808,Medium Value,0.002067647593989881,0.487685114722025
C0105,46,2885,52573780,30,1,Government,Logistics,Delhi,Delhi,North,1142908.2608695652,62.71739130434783,0.20659790536905207,Medium Value,0.0020659790536905207,0.4897510937757156
C0379,44,3010,52506820,30,1,Retail,Mining,Vadodara,Gujarat,West,1193336.8181818181,68.4090909090909,0.20633477428463107,Medium Value,0.0020633477428463106,0.4918144415185619
C0365,47,3234,52500540,30,1,Government,Manufacturing,Kolkata,West Bengal,East,1117032.7659574468,68.80851063829788,0.20631009592127736,Medium Value,0.0020631009592127734,0.49387754247777466
C0275,47,2920,52499270,30,1,Fleet Owner,Construction,Vadodara,Gujarat,West,1117005.744680851,62.12765957446808,0.20630510523314693,Medium Value,0.0020630510523314692,0.4959405935301061
C0485,34,2620,52472400,30,1,Fleet Owner,Rental,Pune,Maharashtra,West,1543305.8823529412,77.05882352941177,0.2061995148472689,Medium Value,0.002061995148472689,0.4980025886785788
C0231,39,2916,52413100,30,1,Government,Infrastructure,Pune,Maharashtra,West,1343925.641025641,74.76923076923077,0.20596648507865828,Medium Value,0.002059664850786583,0.5000622535293654
C0443,43,2920,52360250,30,1,Dealer,Infrastructure,Kolkata,West Bengal,East,1217680.2325581396,67.90697674418605,0.20575880171826924,Medium Value,0.0020575880171826923,0.5021198415465481
C0259,37,2602,52219040,30,1,Fleet Owner,Logistics,Coimbatore,Tamil Nadu,South,1411325.4054054054,70.32432432432432,0.2052038922136233,Medium Value,0.002052038922136233,0.5041718804686843
C0031,40,2659,52182080,30,1,Government,Mining,Kolkata,West Bengal,East,1304552.0,66.475,0.20505865140000024,Medium Value,0.0020505865140000024,0.5062224669826844
C0038,41,2784,52105520,30,1,Fleet Owner,Rental,Jaipur,Rajasthan,North,1270866.3414634147,67.90243902439025,0.2047577954289239,Medium Value,0.002047577954289239,0.5082700449369736
C0498,30,2160,52056060,30,1,Fleet Owner,Construction,Kolkata,West Bengal,East,1735202.0,72.0,0.20456343366913504,Medium Value,0.0020456343366913503,0.510315679273665
C0064,39,2521,52021770,30,1,Corporate,Manufacturing,Chandigarh,Punjab,North,1333891.5384615385,64.64102564102564,0.20442868508961298,Medium Value,0.00204428685089613,0.512359966124561
C0099,52,3268,52019750,30,1,Fleet Owner,Rental,Visakhapatnam,Andhra Pradesh,South,1000379.8076923077,62.84615384615385,0.2044207471447126,Medium Value,0.002044207471447126,0.5144041735960082
C0260,38,2743,52018150,30,1,Dealer,Logistics,Hyderabad,Telangana,South,1368898.6842105263,72.1842105263158,0.20441445966360333,Medium Value,0.0020441445966360335,0.5164483181926443
C0302,42,2575,51978350,30,1,Fleet Owner,Mining,Ahmedabad,Gujarat,West,1237579.761904762,61.30952380952381,0.2042580585710114,Medium Value,0.002042580585710114,0.5184908987783544
C0290,46,2872,51960040,30,1,Corporate,Construction,Ahmedabad,Gujarat,West,1129566.0869565217,62.43478260869565,0.20418610620906774,Medium Value,0.0020418610620906775,0.5205327598404451
C0333,42,2957,51934490,30,1,Corporate,Mining,Hyderabad,Telangana,South,1236535.4761904762,70.4047619047619,0.2040857029951048,Medium Value,0.0020408570299510482,0.5225736168703962
C0157,38,2754,51879830,30,1,Dealer,Infrastructure,Chandigarh,Punjab,North,1365258.6842105263,72.47368421052632,0.20387090692171095,Medium Value,0.0020387090692171096,0.5246123259396133
C0349,36,2751,51806430,30,1,Corporate,Rental,Ahmedabad,Gujarat,West,1439067.5,76.41666666666667,0.20358246872582533,Medium Value,0.0020358246872582532,0.5266481506268715
C0453,36,2909,51744150,30,1,Dealer,Mining,Ranchi,Jharkhand,East,1437337.5,80.80555555555556,0.2033377285236488,Medium Value,0.002033377285236488,0.528681527912108
C0056,38,2686,51714180,30,1,Dealer,Mining,Delhi,Delhi,North,1360899.4736842106,70.6842105263158,0.20321995614312163,Medium Value,0.0020321995614312163,0.5307137274735392
C0228,36,2375,51601040,30,1,Government,Construction,Chennai,Tamil Nadu,South,1433362.2222222222,65.97222222222223,0.20277535263518567,Medium Value,0.002027753526351857,0.532741480999891
C0407,43,2773,51590180,30,1,Dealer,Logistics,Hyderabad,Telangana,South,1199771.6279069767,64.48837209302326,0.20273267635715683,Medium Value,0.0020273267635715683,0.5347688077634626
C0310,41,2987,51400980,30,1,Government,Infrastructure,Patna,Bihar,East,1253682.4390243902,72.85365853658537,0.20198918171599112,Medium Value,0.002019891817159911,0.5367886995806225
C0021,47,2628,51375230,30,1,Corporate,Mining,Hyderabad,Telangana,South,1093090.0,55.91489361702128,0.20188799256688952,Medium Value,0.002018879925668895,0.5388075795062913
C0124,47,3341,51329600,30,1,Dealer,Construction,Pune,Maharashtra,West,1092119.1489361702,71.08510638297872,0.20170868146500587,Medium Value,0.0020170868146500587,0.5408246663209414
C0492,37,2768,51225690,30,1,Dealer,Rental,Ranchi,Jharkhand,East,1384478.1081081082,74.8108108108108,0.20130034886371873,Medium Value,0.0020130034886371873,0.5428376698095786
C0433,38,3012,51222820,30,1,Dealer,Infrastructure,Chandigarh,Punjab,North,1347968.9473684211,79.26315789473684,0.20128907069447902,Medium Value,0.0020128907069447903,0.5448505605165234
C0227,39,2412,51113410,30,1,Fleet Owner,Infrastructure,Kolkata,West Bengal,East,1310600.2564102565,61.84615384615385,0.20085912487687896,Medium Value,0.0020085912487687895,0.5468591517652922
C0198,38,2497,51107370,30,1,Government,Mining,Ahmedabad,Gujarat,West,1344930.7894736843,65.71052631578948,0.2008353896356916,Medium Value,0.0020083538963569163,0.5488675056616491
C0015,38,2619,51005500,30,1,Government,Rental,Pune,Maharashtra,West,1342250.0,68.92105263157895,0.20043507357281873,Medium Value,0.0020043507357281874,0.5508718563973772
C0301,47,2645,50854440,30,1,Dealer,Mining,Ranchi,Jharkhand,East,1082009.3617021276,56.276595744680854,0.19984145676259416,Medium Value,0.0019984145676259415,0.5528702709650032
C0273,40,2755,50756990,30,1,Dealer,Manufacturing,Kolkata,West Bengal,East,1268924.75,68.875,0.1994585098662855,Medium Value,0.001994585098662855,0.5548648560636661
C0280,47,3026,50723520,30,1,Corporate,Construction,Pune,Maharashtra,West,1079223.829787234,64.38297872340425,0.19932698362083193,Medium Value,0.0019932698362083194,0.5568581258998744
C0286,39,2975,50682130,30,1,Dealer,Construction,Chennai,Tamil Nadu,South,1299541.7948717948,76.28205128205128,0.19916433434388767,Medium Value,0.0019916433434388767,0.5588497692433133
C0395,44,2938,50643860,30,1,Corporate,Manufacturing,Kolkata,West Bengal,East,1150996.8181818181,66.77272727272727,0.19901394565510644,Medium Value,0.0019901394565510645,0.5608399086998643
C0080,46,2978,50588120,30,1,Retail,Mining,Chennai,Tamil Nadu,South,1099741.7391304348,64.73913043478261,0.19879490553196388,Medium Value,0.0019879490553196388,0.562827857755184
C0030,38,2832,50515670,30,1,Corporate,Construction,Hyderabad,Telangana,South,1329359.7368421052,74.52631578947368,0.19851020052798685,Medium Value,0.0019851020052798684,0.5648129597604639
C0047,36,2568,50441290,30,1,Corporate,Rental,Pune,Maharashtra,West,1401146.9444444445,71.33333333333333,0.1982179112499218,Medium Value,0.001982179112499218,0.5667951388729631
C0329,36,2480,50414010,30,1,Dealer,Infrastructure,Indore,Madhya Pradesh,Central,1400389.1666666667,68.88888888888889,0.19811070969700953,Medium Value,0.0019811070969700953,0.5687762459699331
C0274,42,2573,50332620,30,1,Dealer,Mining,Jaipur,Rajasthan,North,1198395.7142857143,61.26190476190476,0.1977908733923347,Medium Value,0.001977908733923347,0.5707541547038565
C0211,45,3416,50253990,30,1,Fleet Owner,Manufacturing,Hyderabad,Telangana,South,1116755.3333333333,75.91111111111111,0.1974818829925733,Medium Value,0.001974818829925733,0.5727289735337823
C0363,37,2801,50237880,30,1,Fleet Owner,Logistics,Visakhapatnam,Andhra Pradesh,South,1357780.5405405406,75.70270270270271,0.19741857591715478,Medium Value,0.001974185759171548,0.5747031592929538
C0251,39,2446,50171060,30,1,Dealer,Mining,Chandigarh,Punjab,North,1286437.435897436,62.717948717948715,0.19715599498733083,Medium Value,0.0019715599498733084,0.5766747192428271
C0050,30,2194,50086150,30,1,Dealer,Mining,Kolkata,West Bengal,East,1669538.3333333333,73.13333333333334,0.19682232622421572,Medium Value,0.001968223262242157,0.5786429425050692
C0424,38,3059,50065860,30,1,Retail,Construction,Ahmedabad,Gujarat,West,1317522.6315789474,80.5,0.19674259310439937,Medium Value,0.0019674259310439937,0.5806103684361132
C0173,36,2876,50058960,30,1,Retail,Logistics,Chennai,Tamil Nadu,South,1390526.6666666667,79.88888888888889,0.19671547834211583,Medium Value,0.0019671547834211583,0.5825775232195344
C0315,42,2834,50056680,30,1,Dealer,Rental,Surat,Gujarat,West,1191825.7142857143,67.47619047619048,0.1967065186815352,Medium Value,0.001967065186815352,0.5845445884063497
C0496,41,2547,49977230,30,1,Government,Infrastructure,Bhubaneswar,Odisha,East,1218956.8292682928,62.1219512195122,0.19639430594770532,Medium Value,0.001963943059477053,0.5865085314658267
C0088,39,2536,49923700,30,1,Corporate,Infrastructure,Pune,Maharashtra,West,1280094.8717948718,65.02564102564102,0.19618395040784486,Medium Value,0.0019618395040784486,0.5884703709699052
C0190,38,2539,49869830,30,1,Retail,Manufacturing,Jaipur,Rajasthan,North,1312363.9473684211,66.8157894736842,0.1959722587782487,Medium Value,0.001959722587782487,0.5904300935576877
C0256,34,2639,49845250,30,1,Corporate,Infrastructure,Guwahati,Assam,North East,1466036.7647058824,77.61764705882354,0.1958756673497082,Medium Value,0.001958756673497082,0.5923888502311848
C0439,43,2755,49820310,30,1,Dealer,Construction,Visakhapatnam,Andhra Pradesh,South,1158611.8604651163,64.06976744186046,0.1957776612379182,Medium Value,0.001957776612379182,0.594346626843564
C0152,41,3018,49749000,30,1,Corporate,Manufacturing,Chennai,Tamil Nadu,South,1213390.243902439,73.60975609756098,0.1954974360642315,Medium Value,0.001954974360642315,0.5963016012042063
C0077,38,2610,49739710,30,1,Corporate,Mining,Delhi,Delhi,North,1308939.7368421052,68.6842105263158,0.19546092937704107,Medium Value,0.0019546092937704107,0.5982562104979767
C0436,38,2905,49724270,30,1,Fleet Owner,Logistics,Kolkata,West Bengal,East,1308533.4210526317,76.44736842105263,0.19540025518433704,Medium Value,0.0019540025518433703,0.6002102130498201
C0217,38,2466,49708160,30,1,Corporate,Infrastructure,Delhi,Delhi,North,1308109.4736842106,64.89473684210526,0.19533694810891852,Medium Value,0.0019533694810891854,0.6021635825309093
C0449,37,2543,49669150,30,1,Fleet Owner,Logistics,Surat,Gujarat,West,1342409.4594594594,68.72972972972973,0.19518365146012429,Medium Value,0.0019518365146012429,0.6041154190455106
C0093,41,2768,49642790,30,1,Dealer,Manufacturing,Chennai,Tamil Nadu,South,1210799.756097561,67.51219512195122,0.19508006520884982,Medium Value,0.0019508006520884984,0.6060662196975991
C0419,34,2293,49492260,30,1,Fleet Owner,Logistics,Mumbai,Maharashtra,West,1455654.705882353,67.44117647058823,0.19448853112674266,Medium Value,0.0019448853112674267,0.6080111050088666
C0399,42,2656,49461920,30,1,Fleet Owner,Rental,Chennai,Tamil Nadu,South,1177664.761904762,63.23809523809524,0.19436930476620903,Medium Value,0.0019436930476620902,0.6099547980565286
C0410,42,2714,49311570,30,1,Corporate,Mining,Hyderabad,Telangana,South,1174085.0,64.61904761904762,0.19377847802572665,Medium Value,0.0019377847802572665,0.6118925828367859
C0378,42,2762,49279070,30,1,Retail,Manufacturing,Delhi,Delhi,North,1173311.1904761905,65.76190476190476,0.19365076356569555,Medium Value,0.0019365076356569555,0.6138290904724429
C0146,33,2579,49274960,30,1,Retail,Mining,Ahmedabad,Gujarat,West,1493180.606060606,78.15151515151516,0.19363461259859624,Medium Value,0.0019363461259859624,0.6157654365984289
C0232,41,2856,49272940,30,1,Government,Mining,Chennai,Tamil Nadu,South,1201779.024390244,69.65853658536585,0.19362667465369585,Medium Value,0.0019362667465369584,0.6177017033449658
C0376,35,2814,49197710,30,1,Retail,Construction,Delhi,Delhi,North,1405648.857142857,80.4,0.19333104515129154,Medium Value,0.0019333104515129153,0.6196350137964787
C0081,40,2922,49127920,30,1,Corporate,Rental,Surat,Gujarat,West,1228198.0,73.05,0.1930567930846586,Medium Value,0.0019305679308465858,0.6215655817273252
C0004,47,2995,49040570,30,1,Fleet Owner,Logistics,Chennai,Tamil Nadu,South,1043416.3829787234,63.723404255319146,0.1927135359128519,Medium Value,0.001927135359128519,0.6234927170864537
C0024,48,2666,49014090,30,1,Dealer,Rental,Visakhapatnam,Andhra Pradesh,South,1021126.875,55.541666666666664,0.19260947810049422,Medium Value,0.0019260947810049423,0.6254188118674586
C0073,36,2361,48992520,30,1,Corporate,Rental,Jaipur,Rajasthan,North,1360903.3333333333,65.58333333333333,0.19252471499579052,Medium Value,0.0019252471499579052,0.6273440590174165
C0327,45,2718,48891270,30,1,Retail,Mining,Vadodara,Gujarat,West,1086472.6666666667,60.4,0.19212683533184746,Medium Value,0.0019212683533184746,0.629265327370735
C0354,41,2800,48835850,30,1,Corporate,Logistics,Hyderabad,Telangana,South,1191118.2926829269,68.29268292682927,0.1919090527049267,Medium Value,0.0019190905270492671,0.6311844178977843
C0445,30,2285,48822870,30,1,Government,Mining,Kolkata,West Bengal,East,1627429.0,76.16666666666667,0.19185804551442814,Medium Value,0.0019185804551442814,0.6331029983529286
C0450,43,2678,48802430,30,1,Fleet Owner,Construction,Kolkata,West Bengal,East,1134940.2325581396,62.27906976744186,0.19177772294325782,Medium Value,0.001917777229432578,0.6350207755823611
C0158,37,2445,48735540,30,1,Corporate,Infrastructure,Kolkata,West Bengal,East,1317176.7567567567,66.08108108108108,0.19151486693613531,Medium Value,0.0019151486693613532,0.6369359242517225
C0321,42,2813,48683300,30,1,Retail,Logistics,Hyderabad,Telangana,South,1159126.1904761905,66.97619047619048,0.19130958067791917,Medium Value,0.0019130958067791917,0.6388490200585017
C0401,38,2505,48565440,30,1,Government,Logistics,Guwahati,Assam,North East,1278037.894736842,65.92105263157895,0.19084642910071098,Medium Value,0.0019084642910071098,0.6407574843495089
C0367,31,2403,48346630,30,1,Fleet Owner,Logistics,Chennai,Tamil Nadu,South,1559568.7096774194,77.51612903225806,0.18998657676226768,Medium Value,0.001899865767622677,0.6426573501171315
C0188,45,2764,48293510,30,1,Corporate,Logistics,Pune,Maharashtra,West,1073189.111111111,61.422222222222224,0.18977783238944146,Medium Value,0.0018977783238944147,0.6445551284410259
C0364,38,2656,48290310,30,1,Government,Infrastructure,Kolkata,West Bengal,East,1270797.6315789474,69.89473684210526,0.18976525742722303,Medium Value,0.0018976525742722304,0.6464527810152981
C0458,43,2970,48276200,30,1,Dealer,Manufacturing,Ahmedabad,Gujarat,West,1122702.3255813953,69.06976744186046,0.18970980970319107,Medium Value,0.0018970980970319106,0.64834987911233
C0357,32,2173,48125180,30,1,Corporate,Mining,Ahmedabad,Gujarat,West,1503911.875,67.90625,0.1891163500799942,Medium Value,0.001891163500799942,0.65024104261313
C0457,35,2723,48077820,30,1,Retail,Manufacturing,Kolkata,West Bengal,East,1373652.0,77.8,0.18893024063916117,Medium Value,0.0018893024063916118,0.6521303450195216
C0222,44,2779,48043620,30,1,Fleet Owner,Logistics,Delhi,Delhi,North,1091900.4545454546,63.15909090909091,0.18879584573045152,Medium Value,0.0018879584573045153,0.6540183034768261
C0481,40,2894,47983990,30,1,Corporate,Logistics,Chennai,Tamil Nadu,South,1199599.75,72.35,0.18856151916886216,Medium Value,0.0018856151916886216,0.6559039186685147
C0086,30,2141,47920240,30,1,Retail,Construction,Ahmedabad,Gujarat,West,1597341.3333333333,71.36666666666666,0.18831100234341652,Medium Value,0.001883110023434165,0.6577870286919489
C0059,39,2659,47904570,30,1,Retail,Manufacturing,Hyderabad,Telangana,South,1228322.3076923077,68.17948717948718,0.18824942432530306,Medium Value,0.0018824942432530305,0.659669522935202
C0130,41,2666,47762000,30,1,Government,Mining,Pune,Maharashtra,West,1164926.8292682928,65.02439024390245,0.1876891704617143,Medium Value,0.001876891704617143,0.6615464146398191
C0409,45,2971,47755320,30,1,Government,Logistics,Pune,Maharashtra,West,1061229.3333333333,66.02222222222223,0.18766292022808329,Medium Value,0.0018766292022808328,0.6634230438420999
C0096,40,2626,47646050,30,1,Corporate,Construction,Chennai,Tamil Nadu,South,1191151.25,65.65,0.18723352456508024,Medium Value,0.0018723352456508024,0.6652953790877507
C0106,42,2876,47644410,30,1,Dealer,Infrastructure,Indore,Madhya Pradesh,Central,1134390.7142857143,68.47619047619048,0.1872270798969433,Medium Value,0.0018722707989694328,0.6671676498867202
C0426,40,2623,47615070,30,1,Dealer,Infrastructure,Guwahati,Assam,North East,1190376.75,65.575,0.1871117832121029,Medium Value,0.0018711178321210288,0.6690387677188412
C0427,46,2646,47425980,30,1,Corporate,Mining,Vadodara,Gujarat,West,1030999.5652173914,57.52173913043478,0.18636872083526346,Medium Value,0.0018636872083526346,0.6709024549271938
C0036,39,2544,47362410,30,1,Fleet Owner,Construction,Kolkata,West Bengal,East,1214420.7692307692,65.23076923076923,0.1861189113514426,Medium Value,0.001861189113514426,0.6727636440407082
C0397,41,2720,47355040,30,1,Fleet Owner,Mining,Ahmedabad,Gujarat,West,1155000.975609756,66.34146341463415,0.18608994964158324,Medium Value,0.0018608994964158323,0.6746245435371241
C0442,36,2373,47299810,30,1,Dealer,Logistics,Kolkata,West Bengal,East,1313883.611111111,65.91666666666667,0.18587291365304423,Medium Value,0.0018587291365304423,0.6764832726736545
C0027,44,2664,47252220,30,1,Fleet Owner,Logistics,Surat,Gujarat,West,1073914.0909090908,60.54545454545455,0.18568590038680174,Medium Value,0.0018568590038680174,0.6783401316775225
C0066,38,2739,47238780,30,1,Retail,Manufacturing,Indore,Madhya Pradesh,Central,1243125.7894736843,72.07894736842105,0.18563308554548427,Medium Value,0.0018563308554548428,0.6801964625329774
C0181,40,2681,47189990,30,1,Government,Construction,Vadodara,Gujarat,West,1179749.75,67.025,0.18544135666840988,Medium Value,0.0018544135666840988,0.6820508760996615
C0360,34,2454,47187810,30,1,Dealer,Construction,Ahmedabad,Gujarat,West,1387876.7647058824,72.17647058823529,0.18543278997539858,Medium Value,0.0018543278997539857,0.6839052039994156
C0278,45,3072,47124980,30,1,Fleet Owner,Logistics,Ahmedabad,Gujarat,West,1047221.7777777778,68.26666666666667,0.18518588845159073,Medium Value,0.0018518588845159074,0.6857570628839315
C0112,40,2724,47047550,30,1,Fleet Owner,Mining,Hyderabad,Telangana,South,1176188.75,68.1,0.18488161366266126,Medium Value,0.0018488161366266125,0.687605879020558
C0072,30,2183,47027920,30,1,Government,Logistics,Pune,Maharashtra,West,1567597.3333333333,72.76666666666667,0.18480447412880247,Medium Value,0.0018480447412880245,0.6894539237618461
C0051,37,2634,47017080,30,1,Retail,Infrastructure,Jaipur,Rajasthan,North,1270731.8918918918,71.1891891891892,0.18476187644428746,Medium Value,0.0018476187644428745,0.691301542526289
