customer_id,total_orders,total_units,total_revenue,products_purchased,branches_used,customer_type,industry_segment,city,state,region,average_order_value,average_units_per_order,revenue_share_percentage,customer_value_category,revenue_score,order_score,unit_score,customer_performance_score,performance_category
C0127,31,2386,43586400,30,1,Government,Construction,Kolkata,West Bengal,East,1406012.9032258065,76.96774193548387,0.17128041663691773,Medium Value,50.754439313334345,49.2063492063492,51.57803718115003,50.454731854801935,Low Performance
C0128,39,2697,57387360,30,1,Retail,Mining,Ahmedabad,Gujarat,West,1471470.7692307692,69.15384615384616,0.22551371369263773,Medium Value,66.82504819100616,61.904761904761905,58.30090791180286,63.64413424929222,Medium Performance
C0129,40,3191,64690070,30,1,Corporate,Mining,Delhi,Delhi,North,1617251.75,79.775,0.2542109956745997,High Value,75.32873171425837,63.49206349206349,68.97968006917424,70.50792091858307,High Performance
C0130,41,2666,47762000,30,1,Government,Mining,Pune,Maharashtra,West,1164926.8292682928,65.02439024390245,0.1876891704617143,Medium Value,55.61674124230207,65.07936507936508,57.63078253350626,58.858336651661816,Medium Performance
C0131,39,2892,57656260,30,1,Corporate,Rental,Hyderabad,Telangana,South,1478365.641025641,74.15384615384616,0.22657040348655666,Medium Value,67.13817037433297,61.904761904761905,62.51621271076524,64.64375630074811,Medium Performance
C0132,39,2419,40004370,30,1,Corporate,Construction,Indore,Madhya Pradesh,Central,1025753.0769230769,62.02564102564103,0.15720420041337232,Low Value,46.58332345486604,61.904761904761905,52.291396454820585,52.32136958982571,Low Performance
C0133,31,2030,42807750,30,1,Government,Mining,Visakhapatnam,Andhra Pradesh,South,1380895.1612903227,65.48387096774194,0.16822057465835705,Low Value,49.8477357504953,49.2063492063492,43.88240380458279,48.46225339806897,Low Performance
C0134,50,3863,71908050,30,1,Fleet Owner,Infrastructure,Ahmedabad,Gujarat,West,1438161.0,77.26,0.28257531623507126,High Value,83.73375089168208,79.36507936507937,83.50626891482923,82.3776530383307,High Performance
C0135,45,3145,61465530,30,1,Retail,Rental,Bengaluru,Karnataka,South,1365900.6666666667,69.88888888888889,0.24153959921463952,High Value,71.57389718460189,71.42857142857143,67.98530047557286,70.81258011598695,High Performance
C0136,42,2411,41124050,30,1,Dealer,Mining,Ahmedabad,Gujarat,West,979144.0476190476,57.404761904761905,0.16160417969360708,Low Value,47.88714140290383,66.66666666666666,52.11846087332469,54.367262876116854,Medium Performance
C0137,28,2094,44868410,30,1,Dealer,Infrastructure,Chennai,Tamil Nadu,South,1602443.2142857143,74.78571428571429,0.17631830017244013,Medium Value,52.247283382679086,44.44444444444444,45.26588845654994,48.51015271598286,Low Performance
C0138,41,2943,54457080,30,1,Corporate,Mining,Hyderabad,Telangana,South,1328221.463414634,71.78048780487805,0.21399866360217773,Medium Value,63.412866445528735,65.07936507936508,63.61867704280155,63.9539781551342,Medium Performance
C0139,36,2222,38021440,30,1,Government,Mining,Ahmedabad,Gujarat,West,1056151.111111111,61.72222222222222,0.14941192859092672,Low Value,44.274288977423765,57.14285714285714,48.03285776048422,48.88657318366587,Low Performance
C0140,44,3053,58201560,30,1,Retail,Logistics,Pune,Maharashtra,West,1322762.7272727273,69.38636363636364,0.22871325564209397,High Value,67.77314816000835,69.84126984126983,65.99654128837008,68.03826329005913,High Performance
C0141,40,2727,59888120,30,1,Corporate,Rental,Ahmedabad,Gujarat,West,1497203.0,68.175,0.2353408894793267,High Value,69.73707285138678,63.49206349206349,58.949416342412455,65.70603874179493,Medium Performance
C0142,48,3418,68942040,30,1,Retail,Manufacturing,Ahmedabad,Gujarat,West,1436292.5,71.20833333333333,0.2709198588320909,High Value,80.27996313798499,76.19047619047619,73.8867271941202,77.7744698649594,High Performance
C0143,29,2049,39164970,30,1,Corporate,Infrastructure,Chennai,Tamil Nadu,South,1350516.2068965517,70.65517241379311,0.15390563063644583,Low Value,45.60587919795074,46.03174603174603,44.29312581063554,45.47108857062629,Low Performance
C0144,31,2282,42387320,30,1,Fleet Owner,Construction,Mumbai,Maharashtra,West,1367332.9032258065,73.61290322580645,0.16656842110663772,Low Value,49.358163569252866,49.2063492063492,49.32987462170342,49.306961470871876,Low Performance
C0145,37,1984,29769500,30,1,Retail,Construction,Pune,Maharashtra,West,804581.0810810811,53.62162162162162,0.11698448055064703,Low Value,34.66526900910162,58.730158730158735,42.888024210981406,43.52928696579471,Low Performance
C0146,33,2579,49274960,30,1,Retail,Mining,Ahmedabad,Gujarat,West,1493180.606060606,78.15151515151516,0.19363461259859624,Medium Value,57.37851639472352,52.38095238095239,55.750108084738436,55.553565528595165,Medium Performance
C0147,36,2494,45513830,30,1,Dealer,Rental,Delhi,Delhi,North,1264273.0555555555,69.27777777777777,0.1788545914583871,Medium Value,52.99884649001561,57.14285714285714,53.912667531344574,54.42481389413386,Medium Performance
C0148,40,2357,46876850,30,1,Government,Construction,Coimbatore,Tamil Nadu,South,1171921.25,58.925,0.18421081802182093,Medium Value,54.58602312935405,63.49206349206349,50.95114569822741,56.53085975194155,Medium Performance
C0149,42,2828,57543220,30,1,Government,Manufacturing,Surat,Gujarat,West,1370076.6666666667,67.33333333333333,0.22612619294619,Medium Value,67.00654028283701,66.66666666666666,61.1327280587981,65.72981575317812,Medium Performance
C0150,34,2121,35468440,29,1,Fleet Owner,Manufacturing,Ahmedabad,Gujarat,West,1043189.4117647059,62.38235294117647,0.13937946654602165,Low Value,41.30143314241691,53.96825396825397,45.849546044098574,46.01110197050436,Low Performance
C0151,31,2127,35615980,30,1,Government,Infrastructure,Kolkata,West Bengal,East,1148902.5806451612,68.61290322580645,0.13995925089780595,Low Value,41.473236961412965,49.2063492063492,45.97924773022049,44.69437278865534,Low Performance
C0152,41,3018,49749000,30,1,Corporate,Manufacturing,Chennai,Tamil Nadu,South,1213390.243902439,73.60975609756098,0.1954974360642315,Medium Value,57.93051505513349,65.07936507936508,65.23994811932555,61.537056675241374,Medium Performance
C0153,59,4256,85877020,30,1,Retail,Rental,Patna,Bihar,East,1455542.7118644067,72.13559322033899,0.33746883810401673,High Value,100.0,93.65079365079364,92.00172935581496,96.49558396640109,High Performance
C0154,46,3157,61178520,30,1,Fleet Owner,Logistics,Delhi,Delhi,North,1329967.8260869565,68.6304347826087,0.24041174299391563,High Value,71.2396867054772,73.01587301587301,68.2447038478167,71.17354602706384,High Performance
C0155,36,2002,35744630,30,1,Fleet Owner,Mining,Kolkata,West Bengal,East,992906.3888888889,55.611111111111114,0.14046480367574443,Low Value,41.62304420903287,57.14285714285714,43.27712926934717,46.60980510124301,Low Performance
C0156,36,2505,53295180,30,1,Government,Manufacturing,Chennai,Tamil Nadu,South,1480421.6666666667,69.58333333333333,0.2094327734141733,Medium Value,62.05988517067779,57.14285714285714,54.150453955901426,59.00289051937632,Medium Performance
C0157,38,2754,51879830,30,1,Dealer,Infrastructure,Chandigarh,Punjab,North,1365258.6842105263,72.47368421052632,0.20387090692171095,Medium Value,60.41177255568486,60.317460317460316,59.53307392996109,60.207739159072744,Medium Performance
C0158,37,2445,48735540,30,1,Corporate,Infrastructure,Kolkata,West Bengal,East,1317176.7567567567,66.08108108108108,0.19151486693613531,Medium Value,56.75038560956121,58.730158730158735,52.853437094682235,56.564927842764675,Medium Performance
C0159,36,2691,44984320,30,1,Dealer,Construction,Chennai,Tamil Nadu,South,1249564.4444444445,74.75,0.17677378888204645,Medium Value,52.38225546252071,57.14285714285714,58.17120622568094,54.968226119253686,Medium Performance
C0160,49,3197,59980970,30,1,Retail,Rental,Ahmedabad,Gujarat,West,1224101.4285714286,65.24489795918367,0.23570575986744635,High Value,69.84519257887617,77.77777777777779,69.10938175529616,72.07780597383065,High Performance
C0161,43,3152,54232700,30,1,Dealer,Mining,Ahmedabad,Gujarat,West,1261225.5813953488,73.30232558139535,0.21311692297012294,Medium Value,63.15158583751509,68.25396825396825,68.13661910938175,65.67930721682438,Medium Performance
C0162,30,2375,53940730,30,1,Retail,Mining,Kolkata,West Bengal,East,1798024.3333333333,79.16666666666667,0.21196957555796042,Medium Value,62.81159965727735,47.61904761904761,51.340250756593164,55.95956426567159,Medium Performance
C0163,40,2598,40457330,30,1,Dealer,Logistics,Ahmedabad,Gujarat,West,1011433.25,64.95,0.15898418631539357,Low Value,47.110775385545516,63.49206349206349,56.16083009079118,53.835172758550044,Medium Performance
C0164,39,2466,46613620,30,1,Government,Construction,Delhi,Delhi,North,1195221.0256410257,63.23076923076923,0.18317640948908284,Medium Value,54.279503410807685,61.904761904761905,53.30739299610895,56.3726588760542,Medium Performance
C0165,51,3586,63180540,30,1,Fleet Owner,Manufacturing,Delhi,Delhi,North,1238834.1176470588,70.31372549019608,0.24827903232534565,High Value,73.57095064546954,80.95238095238095,77.51837440553395,76.57486448955584,High Performance
C0166,34,2812,58111030,30,1,Fleet Owner,Manufacturing,Ahmedabad,Gujarat,West,1709147.9411764706,82.70588235294117,0.2283575021015827,High Value,67.66772997013636,53.96825396825397,60.78685689580631,62.18171255470563,Medium Performance
C0167,35,2402,41587150,30,1,Retail,Mining,Vadodara,Gujarat,West,1188204.2857142857,68.62857142857143,0.16342401250715802,Low Value,48.42640091610072,55.55555555555556,51.923908344141815,51.26464879354539,Low Performance
C0168,38,3157,61195700,30,1,Dealer,Infrastructure,Pune,Maharashtra,West,1610413.1578947369,83.07894736842105,0.2404792548223259,High Value,71.25969205731639,60.317460317460316,68.2447038478167,67.37402489345962,High Performance
C0169,44,3130,63375830,30,1,Fleet Owner,Construction,Ahmedabad,Gujarat,West,1440359.7727272727,71.13636363636364,0.2490464586914833,High Value,73.79835723223745,69.84126984126983,67.66104626026805,71.38376882055329,High Performance
C0170,32,2167,37935380,30,1,Government,Construction,Bengaluru,Karnataka,South,1185480.625,67.71875,0.14907374070076435,Low Value,44.17407590528875,50.79365079365079,46.843925637699954,46.69391831827961,Low Performance
C0171,36,2524,53338800,30,1,Fleet Owner,Construction,Chennai,Tamil Nadu,South,1481633.3333333333,70.11111111111111,0.20960418586791355,Medium Value,62.11067873570835,57.14285714285714,54.56117596195417,59.11043170310215,Medium Performance
C0172,42,2786,56707730,30,1,Dealer,Manufacturing,Bengaluru,Karnataka,South,1350184.0476190476,66.33333333333333,0.2228429882012242,Medium Value,66.03364904837173,66.66666666666666,60.22481625594466,65.0617877753748,Medium Performance
C0173,36,2876,50058960,30,1,Retail,Logistics,Chennai,Tamil Nadu,South,1390526.6666666667,79.88888888888889,0.19671547834211583,Medium Value,58.291449796464754,57.14285714285714,62.170341547773454,58.72265035064421,Medium Performance
C0174,34,1916,29047310,30,1,Government,Mining,Ahmedabad,Gujarat,West,854332.6470588235,56.35294117647059,0.11414650806172812,Low Value,33.824310624658374,53.96825396825397,41.41807176826632,41.38624585645864,Low Performance
C0175,41,2665,53235590,30,1,Fleet Owner,Rental,Kolkata,West Bengal,East,1298429.024390244,65.0,0.20919860403961166,Medium Value,61.99049524541024,65.07936507936508,57.60916558581928,62.0408902636785,Medium Performance
C0176,44,2963,54048740,30,1,Dealer,Logistics,Chennai,Tamil Nadu,South,1228380.4545454546,67.3409090909091,0.21239401982958997,Medium Value,62.93737253574938,69.84126984126983,64.05101599654128,65.2312704195639,Medium Performance
C0177,30,2178,31520790,30,1,Dealer,Construction,Pune,Maharashtra,West,1050693.0,72.6,0.12386648229550479,Low Value,36.70456892891718,47.61904761904761,47.081712062256805,42.05434116262424,Low Performance
C0178,58,3957,76367620,30,1,Dealer,Logistics,Kolkata,West Bengal,East,1316683.103448276,68.22413793103448,0.30009998006648425,High Value,88.92672335393101,92.06349206349206,85.53826199740597,89.19006169549432,High Performance
C0179,35,2354,35257010,30,1,Government,Infrastructure,Chennai,Tamil Nadu,South,1007343.1428571428,67.25714285714285,0.13854861521419465,Low Value,41.05523223791417,55.55555555555556,50.88629485516645,47.371541756657045,Low Performance
C0180,31,2147,26408930,29,1,Fleet Owner,Logistics,Hyderabad,Telangana,South,851900.9677419355,69.25806451612904,0.10377853030613209,Low Value,30.752033547507818,49.2063492063492,46.41158668396022,39.42023887245072,Low Performance
C0181,40,2681,47189990,30,1,Government,Construction,Vadodara,Gujarat,West,1179749.75,67.025,0.18544135666840988,Medium Value,54.95066084035054,63.49206349206349,57.955036748811075,58.11395681755653,Medium Performance
C0182,32,2103,35873070,30,1,Dealer,Infrastructure,Kolkata,West Bengal,East,1121033.4375,65.71875,0.14096953122178738,Low Value,41.77260692092017,50.79365079365079,45.460440985732816,45.21648689570189,Low Performance
C0183,32,2115,32501510,30,1,Government,Mining,Ahmedabad,Gujarat,West,1015672.1875,66.09375,0.12772039384140346,Low Value,37.846574089319816,50.79365079365079,45.719844357976655,43.305351154350475,Low Performance
C0184,35,2846,57050360,30,1,Retail,Rental,Chennai,Tamil Nadu,South,1630010.2857142857,81.31428571428572,0.22418941298400752,Medium Value,66.43262656296179,55.55555555555556,61.52183311716386,62.187346571580335,Medium Performance
C0185,39,2520,45894360,30,1,Dealer,Logistics,Pune,Maharashtra,West,1176778.4615384615,64.61538461538461,0.1803499509499452,Medium Value,53.44195688206228,61.904761904761905,54.474708171206224,56.187348646700954,Medium Performance
C0186,42,2994,60717650,30,1,Fleet Owner,Infrastructure,Kolkata,West Bengal,East,1445658.3333333333,71.28571428571429,0.23860067335716068,High Value,70.70302392886944,66.66666666666666,64.72114137483787,68.29574023940229,High Performance
C0187,31,2049,38937400,30,1,Retail,Rental,Jaipur,Rajasthan,North,1256045.1612903227,66.09677419354838,0.15301135433892957,Low Value,45.340883975713176,49.2063492063492,44.29312581063554,46.29097191188846,Low Performance
C0188,45,2764,48293510,30,1,Corporate,Logistics,Pune,Maharashtra,West,1073189.111111111,61.422222222222224,0.18977783238944146,Medium Value,56.23566118153611,71.42857142857143,59.749243406830956,61.49625070070567,Medium Performance
C0189,41,3262,54638690,30,1,Government,Manufacturing,Visakhapatnam,Andhra Pradesh,South,1332650.975609756,79.5609756097561,0.21471233200483156,Medium Value,63.624343276000964,65.07936507936508,70.51448335495029,65.43887783280006,Medium Performance
C0190,38,2539,49869830,30,1,Retail,Manufacturing,Jaipur,Rajasthan,North,1312363.9473684211,66.8157894736842,0.1959722587782487,Medium Value,58.071216257853386,60.317460317460316,54.885430177258975,58.10793225961658,Medium Performance
C0191,31,2309,56028890,30,1,Corporate,Manufacturing,Visakhapatnam,Andhra Pradesh,South,1807383.5483870967,74.48387096774194,0.2201753671536083,Medium Value,65.24316982587426,49.2063492063492,49.913532209252054,57.3661961166923,Medium Performance
C0192,43,2799,59390920,30,1,Fleet Owner,Logistics,Patna,Bihar,East,1381184.1860465116,65.09302325581395,0.23338705472463542,High Value,69.15810539303763,68.25396825396825,60.505836575875485,67.15641048788439,High Performance
C0193,44,3001,57786600,30,1,Dealer,Infrastructure,Vadodara,Gujarat,West,1313331.8181818181,68.20454545454545,0.2270825974164168,High Value,67.28994555237246,69.84126984126983,64.87246000864678,67.57184573029653,High Performance
C0194,36,1845,39279180,30,1,Fleet Owner,Construction,Visakhapatnam,Andhra Pradesh,South,1091088.3333333333,51.25,0.15435443889737363,Low Value,45.738871702814095,57.14285714285714,39.88326848249027,47.98894669076224,Low Performance
C0195,33,2247,46367090,30,1,Fleet Owner,Logistics,Kolkata,West Bengal,East,1405063.3333333333,68.0909090909091,0.18220762654042227,Medium Value,53.99243010528312,52.38095238095239,48.57328145265888,52.42515705745905,Low Performance
C0196,54,3483,61286970,30,1,Fleet Owner,Rental,Guwahati,Assam,North East,1134943.888888889,64.5,0.24083791632285018,High Value,71.36597194453185,85.71428571428571,75.29182879377431,76.4556374453065,High Performance
C0197,50,3431,66821570,30,1,Government,Manufacturing,Ahmedabad,Gujarat,West,1336431.4,68.62,0.26258709941479363,High Value,77.81076940024234,79.36507936507937,74.16774751405102,77.54845801245519,High Performance
C0198,38,2497,51107370,30,1,Government,Mining,Ahmedabad,Gujarat,West,1344930.7894736843,65.71052631578948,0.2008353896356916,Medium Value,59.51227697467844,60.317460317460316,53.977518374405534,58.64688025745842,Medium Performance
C0199,38,2572,41788400,30,1,Government,Mining,Ahmedabad,Gujarat,West,1099694.7368421052,67.6842105263158,0.16421485974042757,Low Value,48.66074765985126,60.317460317460316,55.59878945092953,53.54536981534963,Medium Performance
C0200,52,3792,73304770,30,1,Retail,Logistics,Ranchi,Jharkhand,East,1409707.1153846155,72.92307692307692,0.28806397286936813,High Value,85.36016969382496,82.53968253968253,81.97146562905317,83.83628273462787,High Performance
C0201,49,3466,66387120,30,1,Dealer,Infrastructure,Chennai,Tamil Nadu,South,1354839.1836734693,70.73469387755102,0.26087985180985473,High Value,77.30487154770857,77.77777777777779,74.92434068309555,76.97063724380673,High Performance
C0202,35,2704,46256330,30,1,Government,Logistics,Chandigarh,Punjab,North,1321609.4285714286,77.25714285714285,0.18177237566063625,Medium Value,53.86345497316978,55.55555555555556,58.452226545611765,55.288839462373915,Medium Performance
C0203,37,2453,43333790,30,1,Government,Manufacturing,Ahmedabad,Gujarat,West,1171183.5135135136,66.29729729729729,0.1702877412600421,Medium Value,50.4602861161228,58.730158730158735,53.02637267617813,53.454465212344644,Medium Performance
C0204,33,2029,34104450,30,1,Retail,Rental,Coimbatore,Tamil Nadu,South,1033468.1818181818,61.484848484848484,0.13401942819716536,Low Value,39.71312698088499,52.38095238095239,43.86078685689581,44.34300657610737,Low Performance
C0205,39,2580,53896570,30,1,Retail,Construction,Lucknow,Uttar Pradesh,North,1381963.3333333333,66.15384615384616,0.21179604107934585,Medium Value,62.76017728607724,61.904761904761905,55.77172503242542,61.105862220952275,Medium Performance
C0206,46,3567,75741580,30,1,Retail,Construction,Pune,Maharashtra,West,1646556.0869565217,77.54347826086956,0.29763984589547277,High Value,88.19772740134671,73.01587301587301,77.1076523994812,81.42515608533151,High Performance
C0207,51,3583,79795630,30,1,Corporate,Rental,Kolkata,West Bengal,East,1564620.1960784313,70.25490196078431,0.313570947639753,High Value,92.91848971936847,80.95238095238095,77.45352356247298,86.23566385789312,High Performance
C0208,34,2464,40653790,30,1,Fleet Owner,Logistics,Jaipur,Rajasthan,North,1195699.705882353,72.47058823529412,0.15975621040209237,Low Value,47.339544385680824,53.96825396825397,53.26415910073498,50.5130802034636,Low Performance
C0209,46,3052,56741580,30,1,Corporate,Infrastructure,Ranchi,Jharkhand,East,1233512.608695652,66.34782608695652,0.2229760077234412,Medium Value,66.07306587955661,73.01587301587301,65.97492434068309,68.13627971267682,High Performance
C0210,32,2125,42817450,30,1,Retail,Infrastructure,Pune,Maharashtra,West,1338045.3125,66.40625,0.16825869251258174,Low Value,49.859030972430105,50.79365079365079,45.93601383484652,49.3548134912796,Low Performance
C0211,45,3416,50253990,30,1,Fleet Owner,Manufacturing,Hyderabad,Telangana,South,1116755.3333333333,75.91111111111111,0.1974818829925733,Medium Value,58.518553624706584,71.42857142857143,73.84349329874622,65.45654690067397,Medium Performance
C0212,35,2096,38459600,30,1,Retail,Infrastructure,Guwahati,Assam,North East,1098845.7142857143,59.885714285714286,0.15113375529268763,Low Value,44.78450696123363,55.55555555555556,45.30912235192391,48.12074461766827,Low Performance
C0213,32,2288,53323570,30,1,Fleet Owner,Rental,Mumbai,Maharashtra,West,1666361.5625,71.5,0.20954433690710514,Medium Value,62.092944072814824,50.79365079365079,49.45957630782534,56.17648253606772,Medium Performance
C0214,35,2449,42524620,30,1,Corporate,Rental,Pune,Maharashtra,West,1214989.142857143,69.97142857142858,0.16710796557932298,Low Value,49.518043360144546,55.55555555555556,52.93990488543018,52.01366932382497,Low Performance
C0215,53,3911,62827530,30,1,Corporate,Rental,Chennai,Tamil Nadu,South,1185425.0943396227,73.79245283018868,0.24689181750886624,High Value,73.15988607895338,84.12698412698413,84.54388240380459,78.72681475833285,High Performance
C0216,46,3001,60089830,30,1,Government,Mining,Kolkata,West Bengal,East,1306300.652173913,65.23913043478261,0.2361335443634151,High Value,69.97195524483732,73.01587301587301,64.87246000864678,69.86523152890992,High Performance
C0217,38,2466,49708160,30,1,Corporate,Infrastructure,Delhi,Delhi,North,1308109.4736842106,64.89473684210526,0.19533694810891852,Medium Value,57.88295867742034,60.317460317460316,53.30739299610895,57.69819603317006,Medium Performance
C0218,45,2735,43621310,30,1,Fleet Owner,Construction,Nagpur,Maharashtra,West,969362.4444444445,60.77777777777778,0.17141760161536956,Medium Value,50.79509046774097,71.42857142857143,59.12235192390835,58.65058704722358,Medium Performance
C0219,48,3279,62317920,30,1,Government,Manufacturing,Pune,Maharashtra,West,1298290.0,68.3125,0.24488921547882156,High Value,72.56646772326287,76.19047619047619,70.88197146562905,73.3167710119001,High Performance
C0220,47,2805,43066280,30,1,Government,Infrastructure,Indore,Madhya Pradesh,Central,916303.8297872341,59.680851063829785,0.16923651371533682,Medium Value,50.148782526454696,74.60317460317461,60.635538261997404,59.582451296579215,Medium Performance
C0221,44,2968,64336800,30,1,Dealer,Logistics,Delhi,Delhi,North,1462200.0,67.45454545454545,0.25282275914244,High Value,74.91736438921612,69.84126984126983,64.15910073497622,71.24288329398425,High Performance
C0222,44,2779,48043620,30,1,Fleet Owner,Logistics,Delhi,Delhi,North,1091900.4545454546,63.15909090909091,0.18879584573045152,Medium Value,55.94467530428978,69.84126984126983,60.073497622135754,60.93941812895299,Medium Performance
C0223,34,2430,43216770,30,1,Corporate,Logistics,Ahmedabad,Gujarat,West,1271081.4705882352,71.47058823529412,0.16982789061041623,Medium Value,50.32402149026597,53.96825396825397,52.52918287937744,51.85832351148467,Low Performance
C0224,40,2639,45785060,30,1,Retail,Manufacturing,Kolkata,West Bengal,East,1144626.5,65.975,0.17992043739667135,Medium Value,53.31468185551851,63.49206349206349,57.04712494595763,57.11438496456983,Medium Performance
C0225,51,2972,56839930,30,1,Fleet Owner,Logistics,Delhi,Delhi,North,1114508.431372549,58.27450980392157,0.22336249132787378,Medium Value,66.18759011432861,80.95238095238095,64.24556852572417,70.22862304802342,High Performance
C0226,28,2327,39194740,30,1,Dealer,Logistics,Ahmedabad,Gujarat,West,1399812.142857143,83.10714285714286,0.15402261708183435,Low Value,45.64054504918778,44.44444444444444,50.30263726761781,46.21413331145078,Low Performance
C0227,39,2412,51113410,30,1,Fleet Owner,Infrastructure,Kolkata,West Bengal,East,1310600.2564102565,61.84615384615385,0.20085912487687896,Medium Value,59.51931028813063,61.904761904761905,52.14007782101168,58.75909927969623,Medium Performance
C0228,36,2375,51601040,30,1,Government,Construction,Chennai,Tamil Nadu,South,1433362.2222222222,65.97222222222223,0.20277535263518567,Medium Value,60.08713390380803,57.14285714285714,51.340250756593164,57.45447424607979,Medium Performance
C0229,29,1653,36130700,30,1,Government,Mining,Patna,Bihar,East,1245886.2068965517,57.0,0.1419819335706432,Low Value,42.07260568659695,46.03174603174603,35.73281452658885,41.992389558140054,Low Performance
C0230,41,3170,53600640,30,1,Dealer,Infrastructure,Delhi,Delhi,North,1307332.6829268292,77.3170731707317,0.210633132151438,Medium Value,62.415579860596004,65.07936507936508,68.52572416774751,64.43674428765704,Medium Performance
C0231,39,2916,52413100,30,1,Government,Infrastructure,Pune,Maharashtra,West,1343925.641025641,74.76923076923077,0.20596648507865828,Medium Value,61.032741937249334,61.904761904761905,63.035019455252915,61.69480343110382,Medium Performance
C0232,41,2856,49272940,30,1,Government,Mining,Chennai,Tamil Nadu,South,1201779.024390244,69.65853658536585,0.19362667465369585,Medium Value,57.376164193867,65.07936507936508,61.73800259403372,60.55949213954976,Medium Performance
C0233,34,2463,42607030,30,1,Government,Logistics,Kolkata,West Bengal,East,1253147.9411764706,72.44117647058823,0.16743181015320494,Low Value,49.61400616835564,53.96825396825397,53.24254215304799,51.64598770526361,Low Performance
C0234,33,2845,63256170,30,1,Corporate,Infrastructure,Surat,Gujarat,West,1916853.6363636365,86.21212121212122,0.24857623369802725,High Value,73.65901844288494,52.38095238095239,61.50021616947687,64.84383816962357,Medium Performance
C0235,43,2933,53090300,30,1,Fleet Owner,Mining,Bhubaneswar,Odisha,East,1234658.1395348837,68.20930232558139,0.20862766145813721,Medium Value,61.82131145212072,68.25396825396825,63.402507565931685,64.06734771543718,Medium Performance
C0236,47,2825,55730670,30,1,Corporate,Mining,Mumbai,Maharashtra,West,1185758.9361702127,60.1063829787234,0.21900345926836287,Medium Value,64.89590579645171,74.60317460317461,61.06787721573714,67.04248072232568,High Performance
C0237,46,2776,59754510,30,1,Dealer,Infrastructure,Coimbatore,Tamil Nadu,South,1299011.0869565217,60.34782608695652,0.23481584550994958,High Value,69.58148990265381,73.01587301587301,60.008646779074795,68.69723621190377,High Performance
C0238,32,1995,30976180,30,1,Corporate,Construction,Chennai,Tamil Nadu,South,968005.625,62.34375,0.12172634161619583,Low Value,36.07039461779181,50.79365079365079,43.125810635538265,41.8984546740988,Low Performance
C0239,38,2334,43671220,30,1,Government,Logistics,Chennai,Tamil Nadu,South,1149242.6315789474,61.421052631578945,0.17161373172922045,Medium Value,50.8532084601911,60.317460317460316,50.45395590142672,53.61263350561899,Medium Performance
C0240,50,3799,81776260,30,1,Corporate,Manufacturing,Hyderabad,Telangana,South,1635525.2,75.98,0.3213541812081041,High Value,95.22484594831073,79.36507936507937,82.12278426286208,87.8465036362516,High Performance
C0241,46,3441,71234710,30,1,Government,Construction,Ahmedabad,Gujarat,West,1548580.652173913,74.80434782608695,0.27992930840376834,High Value,82.94967617646724,73.01587301587301,74.38391699092088,78.2563833911797,High Performance
C0242,50,3189,60722930,30,1,Government,Construction,Chennai,Tamil Nadu,South,1214458.6,63.78,0.23862142204482106,High Value,70.70917225586076,79.36507936507937,68.93644617380026,72.95139917221425,High Performance
C0243,34,2421,39757700,30,1,Government,Construction,Delhi,Delhi,North,1169344.1176470588,71.20588235294117,0.15623486731011468,Low Value,46.296087125519726,53.96825396825397,52.33463035019456,49.805445823274965,Low Performance
C0244,48,3292,64972160,30,1,Government,Logistics,Lucknow,Uttar Pradesh,North,1353586.6666666667,68.58333333333333,0.25531951789091273,High Value,75.65721307050478,76.19047619047619,71.16299178555988,74.91834774950723,High Performance
C0245,37,2417,46663320,30,1,Dealer,Logistics,Chennai,Tamil Nadu,South,1261170.810810811,65.32432432432432,0.1833717143710381,Medium Value,54.33737686752521,58.730158730158735,52.24816255944661,55.23736856469955,Medium Performance
C0246,37,2548,61368980,30,1,Retail,Manufacturing,Delhi,Delhi,North,1658621.0810810812,68.86486486486487,0.2411601890264548,High Value,71.4614689703951,58.730158730158735,55.079982706441854,64.36577864553354,Medium Performance
C0247,42,2998,55849110,30,1,Corporate,Logistics,Bhubaneswar,Odisha,East,1329740.7142857143,71.38095238095238,0.21946889005747314,Medium Value,65.03382394964335,66.66666666666666,64.80760916558582,65.47843380793883,Medium Performance
C0248,30,1809,35510400,30,1,Fleet Owner,Rental,Pune,Maharashtra,West,1183680.0,60.3,0.13954435573811103,Low Value,41.35029371070399,47.61904761904761,39.10505836575876,42.781872814218026,Low Performance
C0249,40,2725,52709760,30,1,Corporate,Construction,Ahmedabad,Gujarat,West,1317744.0,68.125,0.20713226266982224,Medium Value,61.37818941551535,63.49206349206349,58.90618244703848,61.517950244784416,Medium Performance
C0250,45,3308,63230590,30,1,Government,Infrastructure,Patna,Bihar,East,1405124.2222222222,73.5111111111111,0.24847571259379353,High Value,73.6292316617414,71.42857142857143,71.50886294855167,72.54495984915246,High Performance
C0251,39,2446,50171060,30,1,Dealer,Mining,Chandigarh,Punjab,North,1286437.435897436,62.717948717948715,0.19715599498733083,Medium Value,58.42198529944332,61.904761904761905,52.87505404236922,58.35743202962408,Medium Performance
C0252,38,2324,39885550,30,1,Retail,Construction,Chennai,Tamil Nadu,South,1049619.7368421052,61.1578947368421,0.1567372763474986,Low Value,46.44496280844398,60.317460317460316,50.23778642455685,51.36527678437145,Low Performance
