so_id,order_quantity,order_line_count,order_sales_value,unique_products,order_value_category
SO-183146,57,7,1312337.4,7,Very High
SO-183153,84,9,1844865.0,9,Very High
SO-183169,63,8,1531728.8,8,Very High
SO-183171,81,8,2464548.4,7,Very High
SO-183174,44,4,117693.2,4,Very High
SO-183228,13,1,459264.0,1,Very High
SO-183358,21,3,1311367.0,3,Very High
SO-183460,15,1,764160.0,1,Very High
SO-183514,83,8,3647072.4,7,Very High
SO-183516,114,9,3233815.4,8,Very High
SO-183524,74,9,1190874.0,9,Very High
SO-183534,5,2,3304.0,2,Low
SO-183572,60,7,2672516.0,5,Very High
SO-183592,94,7,5889436.0,7,Very High
SO-183655,47,4,1941501.0,4,Very High
SO-183701,22,3,120405.6,3,Very High
SO-183734,105,9,5358915.6,8,Very High
SO-183751,28,2,2771776.0,2,Very High
SO-183754,2,2,16047.0,2,High
SO-183782,139,12,4736160.2,11,Very High
SO-183800,69,7,1954630.0,6,Very High
SO-183883,54,7,443638.0,6,Very High
SO-183936,28,3,960207.0,3,Very High
SO-183997,62,5,728065.0,5,Very High
SO-184015,22,2,981919.0,2,Very High
SO-184059,27,3,882450.0,3,Very High
SO-184070,70,9,4432016.8,9,Very High
SO-184114,13,1,188032.0,1,Very High
SO-184178,82,8,1258155.4,8,Very High
SO-184205,7,2,306348.4,2,Very High
SO-184300,68,6,1453615.4,6,Very High
SO-184463,92,9,1754506.2,9,Very High
SO-184467,30,4,1003185.0,4,Very High
SO-184505,118,12,2000608.4,10,Very High
SO-184571,87,9,1284929.0,8,Very High
SO-184640,32,4,1301120.0,4,Very High
SO-184662,70,7,2101880.4,7,Very High
SO-184678,85,7,1245076.2,7,Very High
SO-184765,95,12,1622102.0,9,Very High
SO-184791,131,9,2104885.2,7,Very High
SO-184802,8,2,16661.6,2,High
SO-184820,118,11,3274236.8,10,Very High
SO-184834,79,7,852675.0,7,Very High
SO-184847,61,6,2252767.8,6,Very High
SO-184889,102,10,1571718.0,10,Very High
SO-184893,84,9,3080453.2,6,Very High
SO-185035,63,5,2954848.0,5,Very High
SO-185070,74,8,671542.0,8,Very High
SO-185077,70,7,1257391.8,7,Very High
SO-185095,77,8,812297.8,7,Very High
SO-185136,78,9,1095932.6,8,Very High
SO-185164,86,8,563056.4,8,Very High
SO-185180,128,11,2972777.4,9,Very High
SO-185191,99,10,1496830.8,9,Very High
SO-185212,95,9,2838042.0,7,Very High
SO-185255,89,10,798130.0,8,Very High
SO-185265,123,12,2999865.0,9,Very High
SO-185281,138,9,2535422.2,7,Very High
SO-185283,136,11,4604884.6,9,Very High
SO-185423,95,7,708360.4,7,Very High
SO-185456,30,3,713664.0,3,Very High
SO-185461,112,12,1229027.6,10,Very High
SO-185489,141,11,4144225.0,9,Very High
SO-185652,90,9,588719.4,8,Very High
SO-185670,1,1,44672.0,1,High
SO-185681,29,4,195083.4,3,Very High
SO-185693,117,10,3472377.0,8,Very High
SO-185736,8,1,2926.4,1,Low
SO-185896,89,7,3454720.0,6,Very High
SO-186016,50,5,289516.8,5,Very High
SO-186207,77,7,2070357.0,7,Very High
SO-186306,7,1,11977.0,1,High
SO-186327,48,5,1296192.8,5,Very High
SO-186361,66,7,544943.0,7,Very High
SO-186376,103,8,3670673.0,6,Very High
SO-186396,102,10,2030804.4,8,Very High
SO-186405,121,11,2843697.2,11,Very High
SO-186412,105,12,1417596.6,10,Very High
SO-186515,111,11,2670040.0,9,Very High
SO-186530,76,8,1942934.6,8,Very High
SO-186636,117,8,3681562.4,8,Very High
SO-186641,15,2,98505.0,2,Very High
SO-186670,86,10,683804.8,8,Very High
SO-186751,98,11,2661648.4,9,Very High
SO-186790,91,8,4796683.8,7,Very High
SO-186795,79,10,2164187.2,10,Very High
SO-186847,11,2,864640.0,2,Very High
SO-187003,129,12,1536101.8,9,Very High
SO-187074,50,6,1320132.0,5,Very High
SO-187076,34,3,786944.0,3,Very High
SO-187190,107,11,479610.39999999997,9,Very High
SO-187199,44,4,2125119.2,4,Very High
SO-187254,122,10,3371008.0,9,Very High
SO-187515,14,3,193505.6,3,Very High
SO-187545,6,1,10266.0,1,High
SO-187547,90,8,911153.0,8,Very High
SO-187608,49,5,729377.0,5,Very High
SO-187693,4,1,178688.0,1,Very High
SO-187724,27,3,545280.0,3,Very High
SO-187763,57,4,1173583.0,4,Very High
SO-187789,76,8,1044204.4,7,Very High
SO-187814,40,8,1720154.0,7,Very High
SO-187883,9,1,118656.0,1,Very High
SO-187961,120,12,3914472.0,8,Very High
SO-187963,49,6,635934.0,6,Very High
SO-188013,134,12,3048201.6,11,Very High
SO-188048,69,8,1627394.2,7,Very High
SO-188100,42,4,64416.2,4,Very High
SO-188126,71,7,2057267.0,6,Very High
SO-188204,20,2,109581.0,2,Very High
SO-188255,118,10,3594977.6,8,Very High
SO-188273,37,3,471118.0,3,Very High
SO-188308,118,12,1467743.6,11,Very High
SO-188384,137,12,4129191.0,9,Very High
SO-188407,151,11,4718229.0,10,Very High
SO-188411,56,5,840069.0,4,Very High
SO-188441,82,7,3718342.4,7,Very High
SO-188444,41,4,1036778.0,3,Very High
SO-188446,129,11,3978787.0,9,Very High
SO-188459,76,8,291466.6,7,Very High
SO-188475,98,10,1049072.0,8,Very High
SO-188507,91,11,2070604.4,10,Very High
SO-188511,44,5,316925.2,3,Very High
SO-188516,127,12,1439517.6,9,Very High
SO-188541,91,7,1059566.0,7,Very High
SO-188735,25,3,1935118.0,3,Very High
SO-188926,26,3,653308.0,3,Very High
SO-189015,72,8,5477343.0,6,Very High
SO-189072,114,10,2156273.8,9,Very High
SO-189091,52,5,3317760.0,5,Very High
SO-189133,9,1,5097.6,1,Medium
SO-189278,66,6,1305911.0,6,Very High
SO-189302,70,5,2289088.6,5,Very High
SO-189315,71,6,1780550.2,6,Very High
SO-189316,68,6,449942.4,5,Very High
SO-189397,103,11,2853570.8,11,Very High
SO-189417,21,2,355085.0,2,Very High
SO-189418,57,8,196895.0,6,Very High
SO-189441,90,12,1998638.8,9,Very High
SO-189456,15,1,25665.0,1,High
SO-189547,102,9,3055525.8,9,Very High
SO-189606,105,10,3242609.4,8,Very High
SO-189711,53,6,921087.8,6,Very High
SO-189733,38,4,3240969.0,4,Very High
SO-189809,120,9,1539553.6,7,Very High
SO-189851,100,8,2653494.2,8,Very High
SO-189908,27,2,2380416.0,2,Very High
SO-189996,95,11,2260803.0,10,Very High
SO-190155,6,1,72216.0,1,Very High
SO-190183,26,2,518870.0,2,Very High
SO-190192,125,12,2096632.2,12,Very High
SO-190259,71,8,1193673.8,8,Very High
SO-190282,48,4,683860.8,4,Very High
SO-190387,37,4,1589580.8,3,Very High
SO-190429,33,4,1454012.0,4,Very High
SO-190444,140,12,3309065.6,10,Very High
SO-190447,55,5,946112.0,4,Very High
SO-190472,3,2,26934.4,2,High
SO-190603,70,6,1533645.0,5,Very High
SO-190639,130,11,6802351.8,9,Very High
SO-190681,23,5,783239.4,5,Very High
SO-190706,116,12,2687320.0,11,Very High
SO-190810,2,1,38144.0,1,High
SO-190829,44,5,1615371.0,5,Very High
SO-190900,107,9,4069509.4,8,Very High
SO-190922,144,12,2755494.6,11,Very High
SO-190932,24,2,1532781.6,2,Very High
SO-190940,44,4,264908.0,4,Very High
SO-190942,40,4,2881152.0,4,Very High
SO-190945,143,12,5374204.0,10,Very High
SO-191090,92,8,2818991.4,7,Very High
SO-191093,38,5,497285.2,5,Very High
SO-191184,90,8,856552.4,7,Very High
SO-191191,111,12,3594337.0,9,Very High
SO-191273,101,8,808785.2,7,Very High
SO-191281,6,1,27966.0,1,High
SO-191335,3,1,177408.0,1,Very High
SO-191369,45,5,594073.0,4,Very High
SO-191378,35,4,347132.0,4,Very High
SO-191422,17,1,14443.2,1,High
SO-191427,53,7,217663.0,5,Very High
SO-191672,119,11,2118015.2,9,Very High
SO-191716,86,10,1420789.0,10,Very High
SO-191719,6,2,95779.2,2,Very High
SO-191775,16,2,235648.0,2,Very High
SO-191892,142,12,1676915.0,9,Very High
SO-191897,10,2,363520.0,2,Very High
SO-191937,19,1,13003.6,1,High
SO-191967,8,1,250880.0,1,Very High
SO-192026,39,5,942313.0,5,Very High
SO-192052,20,2,33040.0,2,High
SO-192158,105,11,1069998.6,9,Very High
SO-192225,94,12,881628.8,11,Very High
SO-192243,64,6,1444361.0,6,Very High
SO-192308,110,9,1680215.8,7,Very High
SO-192314,118,11,2191004.4,10,Very High
SO-192385,81,7,1295385.0,7,Very High
SO-192558,9,1,118656.0,1,Very High
SO-192660,52,7,2191446.0,7,Very High
SO-192792,109,8,382051.4,7,Very High
SO-192973,118,10,4544496.8,10,Very High
SO-192988,101,11,2576235.6,11,Very High
SO-193057,46,6,174951.4,6,Very High
SO-193075,7,1,92288.0,1,Very High
SO-193087,116,11,2337954.0,10,Very High
SO-193100,47,3,94553.4,3,Very High
SO-193152,60,4,831340.0,4,Very High
SO-193190,63,7,2318340.4,6,Very High
SO-193208,16,1,231424.0,1,Very High
SO-193262,97,12,1027971.0,9,Very High
SO-193296,93,8,1698143.4,7,Very High
SO-193320,149,11,3673778.6,8,Very High
SO-193487,162,11,5086901.0,10,Very High
SO-193504,98,11,794127.8,9,Very High
SO-193509,68,5,776081.2,4,Very High
SO-193556,87,8,2170865.0,7,Very High
SO-193560,14,3,302477.0,3,Very High
SO-193591,69,7,1213807.4,7,Very High
SO-193613,25,3,811456.0,3,Very High
SO-193671,41,5,927199.0,5,Very High
SO-193689,105,10,2657160.0,9,Very High
SO-193720,105,12,1263542.6,10,Very High
SO-193811,140,12,4163416.4,12,Very High
SO-193814,43,4,2311692.8,4,Very High
SO-193854,20,1,11328.0,1,High
SO-193865,47,6,941631.6,5,Very High
SO-193892,74,8,1212321.8,7,Very High
SO-193900,119,10,2499324.2,10,Very High
SO-194014,36,4,280514.4,4,Very High
SO-194044,58,6,1983630.4000000001,4,Very High
SO-194069,84,9,1213888.0,8,Very High
SO-194202,101,12,2616899.8,10,Very High
SO-194232,54,7,3088277.4,6,Very High
SO-194260,5,1,3068.0,1,Low
SO-194413,56,5,241159.2,5,Very High
SO-194442,88,8,1850451.6,6,Very High
SO-194474,116,9,2157015.6,8,Very High
SO-194483,72,9,1344895.0,9,Very High
SO-194576,2,1,5310.0,1,Medium
SO-194674,89,10,488210.6,8,Very High
SO-194675,18,1,298368.0,1,Very High
SO-194720,61,7,2307616.0,6,Very High
SO-194725,27,2,745336.0,2,Very High
SO-194758,69,6,2261640.6,6,Very High
SO-194759,40,4,103899.0,4,Very High
SO-194826,99,7,2455758.0,6,Very High
SO-194865,45,4,997812.0,3,Very High
SO-194877,25,4,283458.0,4,Very High
SO-194942,115,9,1307547.4,8,Very High
SO-194988,86,11,1958758.2,10,Very High
SO-195027,65,6,1668110.0,5,Very High
SO-195031,90,7,1922193.6,7,Very High
SO-195129,27,3,395603.2,3,Very High
SO-195156,102,11,855374.0,9,Very High
SO-195174,24,3,644613.0,3,Very High
SO-195192,90,8,1856596.0,7,Very High
SO-195248,98,10,4126016.0,8,Very High
SO-195381,4,1,43264.0,1,High
SO-195425,68,8,1206562.0,7,Very High
SO-195487,135,12,1022459.2,9,Very High
SO-195495,108,9,1884384.2,8,Very High
SO-195538,49,6,681292.0,5,Very High
SO-195571,76,7,385361.2,6,Very High
SO-195595,62,5,1526657.4,5,Very High
SO-195672,137,11,5006152.8,8,Very High
SO-195753,83,10,1965238.2,9,Very High
SO-195815,88,12,4028369.2,9,Very High
SO-195865,40,3,1239884.0,3,Very High
SO-195895,21,2,398720.0,2,Very High
SO-195952,93,12,1367693.4,10,Very High
SO-195980,125,12,2389937.2,10,Very High
SO-196254,15,2,104553.6,2,Very High
SO-196335,107,10,5009866.2,8,Very High
SO-196450,117,9,5338396.0,7,Very High
SO-196488,3,1,177408.0,1,Very High
SO-196621,77,8,2641521.6,6,Very High
SO-196625,22,2,98422.4,2,Very High
SO-196686,19,2,1049856.0,2,Very High
SO-196749,53,6,3033408.0,6,Very High
SO-196774,4,1,48144.0,1,High
SO-196859,22,2,451910.4,2,Very High
SO-196881,49,4,1348356.0,3,Very High
SO-196893,99,9,4526407.8,8,Very High
SO-197020,13,1,7363.2,1,Medium
SO-197139,106,11,2121459.2,10,Very High
SO-197245,74,6,513572.0,6,Very High
SO-197268,29,3,1353408.0,3,Very High
SO-197297,117,10,2514038.0,10,Very High
SO-197388,93,8,1664355.0,7,Very High
SO-197396,15,2,32969.2,2,High
SO-197400,43,4,272757.0,2,Very High
SO-197401,46,4,1686475.0,4,Very High
SO-197448,78,8,1327616.4,6,Very High
SO-197475,132,12,1717676.6,12,Very High
SO-197487,85,8,2107601.4,8,Very High
SO-197516,36,5,380100.4,4,Very High
SO-197537,37,2,3292288.0,2,Very High
SO-197560,90,10,2721669.2,10,Very High
SO-197684,86,7,2267656.8,6,Very High
SO-197703,24,4,199008.0,4,Very High
SO-197728,53,5,1554906.0,5,Very High
SO-197747,8,1,250880.0,1,Very High
SO-197857,35,7,761335.0,7,Very High
SO-197858,78,8,3618777.6,7,Very High
SO-197913,138,10,3850980.0,9,Very High
SO-198012,41,3,35282.0,3,High
SO-198023,11,1,209792.0,1,Very High
SO-198090,54,5,3115008.0,5,Very High
SO-198179,97,7,733834.0,7,Very High
SO-198182,51,3,99214.4,3,Very High
SO-198230,68,6,1515912.0,6,Very High
SO-198260,88,10,864676.4,9,Very High
SO-198336,77,6,4274108.8,5,Very High
SO-198405,96,8,1243777.0,7,Very High
SO-198514,59,4,3339811.6,4,Very High
SO-198676,106,11,2364102.4,11,Very High
SO-198698,10,3,60229.4,3,Very High
SO-198703,20,3,1186688.0,2,Very High
SO-198720,46,4,2069833.0,4,Very High
SO-198793,30,3,46986.6,2,High
SO-198798,136,10,2775397.4,8,Very High
SO-198931,18,3,192280.0,2,Very High
SO-198977,121,11,3010280.0,8,Very High
SO-199012,37,5,1176614.2,5,Very High
SO-199104,33,4,583920.0,4,Very High
SO-199142,24,3,675608.0,3,Very High
SO-199153,129,12,4287341.6,9,Very High
SO-199170,85,8,1681822.0,7,Very High
SO-199191,78,7,3530158.6,7,Very High
SO-199280,132,11,1755708.2,10,Very High
SO-199323,77,8,1236387.0,8,Very High
SO-199423,56,5,659764.0,4,Very High
SO-199471,103,10,5126531.0,9,Very High
SO-199474,33,4,289955.8,4,Very High
SO-199566,40,4,896956.0,4,Very High
SO-199594,96,9,1645497.4,8,Very High
SO-199606,68,5,335972.6,4,Very High
SO-199636,93,10,2484626.8,9,Very High
SO-199744,80,9,762544.8,6,Very High
SO-199789,64,10,3077969.6,8,Very High
SO-199798,20,2,518144.0,2,Very High
SO-199846,62,7,1908881.6,7,Very High
SO-200033,130,10,1846213.0,9,Very High
SO-200075,116,12,2143976.4,11,Very High
SO-200134,37,5,1944908.0,5,Very High
SO-200147,55,6,1661886.0,5,Very High
SO-200233,60,6,933469.4,6,Very High
SO-200251,52,7,3113041.6,7,Very High
SO-200274,97,10,3569345.0,9,Very High
SO-200338,84,9,1824727.4,9,Very High
SO-200421,45,3,335829.0,3,Very High
SO-200456,92,8,2225585.6,7,Very High
SO-200471,116,11,2564780.0,11,Very High
SO-200671,67,4,1233949.4,4,Very High
SO-200690,29,4,2023040.0,4,Very High
SO-200711,13,1,171392.0,1,Very High
SO-200725,80,7,1337110.0,7,Very High
SO-200748,84,6,2011419.0,6,Very High
SO-200802,111,9,1225280.0,6,Very High
SO-200813,57,5,4588667.0,4,Very High
SO-200814,48,5,794107.0,5,Very High
SO-200818,82,11,1968347.2,7,Very High
SO-200914,129,11,5162039.6,10,Very High
SO-200995,107,10,1629542.4,9,Very High
SO-201006,115,11,2168810.4,10,Very High
SO-201046,139,11,8168383.2,8,Very High
SO-201062,92,8,2984254.0,7,Very High
SO-201085,119,11,2676479.4,8,Very High
SO-201170,53,6,849695.0,6,Very High
SO-201180,108,9,1808192.2,7,Very High
SO-201242,72,8,584793.8,8,Very High
SO-201297,94,7,3866513.0,6,Very High
SO-201332,10,2,128838.4,2,Very High
SO-201352,44,6,1448188.0,6,Very High
SO-201377,105,11,3946132.1999999997,10,Very High
SO-201436,153,12,3203307.6,10,Very High
SO-201453,92,8,2595456.4,8,Very High
SO-201471,46,7,865921.8,7,Very High
SO-201505,98,10,1096536.0,8,Very High
SO-201540,117,10,2329045.4,7,Very High
SO-201603,117,12,5283641.8,12,Very High
SO-201619,75,6,1936154.7999999998,6,Very High
SO-201651,96,8,4083979.8,7,Very High
SO-201842,32,3,752512.0,3,Very High
SO-202006,64,8,640189.2,7,Very High
SO-202016,30,3,1173312.0,3,Very High
SO-202058,84,6,1979417.0,6,Very High
SO-202211,1,1,28032.0,1,High
SO-202271,75,8,2657724.0,7,Very High
SO-202397,12,1,4389.6,1,Low
SO-202413,20,1,12272.0,1,High
SO-202456,136,12,5704534.0,9,Very High
SO-202481,118,11,6854319.0,9,Very High
SO-202535,126,10,3969397.4,8,Very High
SO-202540,66,5,1511325.8,5,Very High
SO-202568,120,12,2640535.6,12,Very High
SO-202573,105,8,2029450.6,7,Very High
SO-202592,81,10,2842824.0,8,Very High
SO-202594,84,10,1175236.4,9,Very High
SO-202623,48,5,737067.0,5,Very High
SO-202645,109,9,4683623.8,8,Very High
SO-202648,25,3,3084288.0,3,Very High
SO-202689,82,6,771741.4,6,Very High
SO-202713,68,5,2289743.0,5,Very High
SO-202810,113,10,3309490.2,10,Very High
SO-202812,89,9,1269925.0,7,Very High
SO-202839,11,1,344960.0,1,Very High
SO-202888,76,5,1512915.2,5,Very High
SO-202914,72,9,3653181.4,8,Very High
SO-202977,111,12,2039399.4,10,Very High
SO-202998,101,9,1529511.6,7,Very High
SO-203151,68,8,1132253.6,7,Very High
SO-203178,119,11,994551.7999999999,8,Very High
SO-203363,9,1,194688.0,1,Very High
SO-203388,53,7,804769.4,7,Very High
SO-203403,127,12,1913024.6,12,Very High
SO-203506,55,9,2235779.6,8,Very High
SO-203515,51,5,2308810.0,4,Very High
SO-203546,90,9,531051.6,8,Very High
SO-203561,12,1,198912.0,1,Very High
SO-203591,69,8,996479.2,8,Very High
SO-203599,115,11,1086222.4,8,Very High
SO-203624,1,1,106880.0,1,Very High
SO-203681,66,8,687137.4,6,Very High
SO-203709,84,8,1283541.2,7,Very High
SO-203728,70,6,1596943.4,6,Very High
SO-203813,80,7,4464459.6,7,Very High
SO-203824,32,3,740169.0,3,Very High
SO-203830,34,3,1108077.6,3,Very High
SO-203868,119,12,3755466.6,11,Very High
SO-203948,42,5,786176.0,4,Very High
SO-204041,112,10,4283783.0,9,Very High
SO-204053,17,1,243712.0,1,Very High
SO-204059,32,4,167548.2,3,Very High
SO-204096,90,10,1620222.0,6,Very High
SO-204139,90,9,4855902.0,6,Very High
SO-204151,47,5,200765.2,4,Very High
SO-204168,32,6,177501.0,5,Very High
SO-204178,34,3,707082.4,3,Very High
SO-204224,87,8,1606406.4,6,Very High
SO-204235,128,11,2025331.2,11,Very High
SO-204251,66,6,2469313.8,4,Very High
SO-204307,133,11,3096316.6,9,Very High
SO-204375,47,8,400407.4,7,Very High
SO-204445,9,1,6159.6,1,Medium
SO-204492,108,12,1421933.0,9,Very High
SO-204626,39,4,807888.6,4,Very High
SO-204703,58,7,1745136.0,7,Very High
SO-204764,9,1,317952.0,1,Very High
SO-204798,5,2,139136.0,2,Very High
SO-204844,69,6,1338719.2,5,Very High
SO-204846,11,1,308352.0,1,Very High
SO-204882,8,1,74104.0,1,Very High
SO-205144,75,7,3924950.0,4,Very High
SO-205151,113,10,3345226.2,8,Very High
SO-205174,140,10,5252720.0,8,Very High
SO-205206,33,3,288408.4,3,Very High
SO-205367,37,3,740055.2,3,Very High
SO-205378,127,11,1873879.8,11,Very High
SO-205399,13,1,8897.2,1,Medium
SO-205416,7,1,247296.0,1,Very High
SO-205590,73,7,717348.8,7,Very High
SO-205718,61,5,638455.2,5,Very High
SO-205812,83,7,1867380.0,6,Very High
SO-205816,57,5,1041871.0,4,Very High
SO-205869,35,4,404640.0,4,Very High
SO-205918,18,1,1064448.0,1,Very High
SO-205946,11,2,44083.2,2,High
SO-205999,89,11,2390068.0,8,Very High
SO-206023,53,6,475424.0,5,Very High
SO-206045,45,6,1627621.4,5,Very High
SO-206073,13,1,662272.0,1,Very High
SO-206101,18,3,142183.0,3,Very High
SO-206216,28,6,882121.0,5,Very High
SO-206218,24,2,574746.0,2,Very High
SO-206231,26,3,141170.8,3,Very High
SO-206255,28,3,288050.0,3,Very High
SO-206317,114,10,2543287.0,10,Very High
SO-206339,51,5,667463.6,4,Very High
SO-206346,58,5,967528.0,4,Very High
SO-206514,10,1,165760.0,1,Very High
SO-206522,135,11,1913000.2,10,Very High
SO-206528,103,7,1208122.2,7,Very High
SO-206579,101,10,1733626.5999999999,8,Very High
SO-206606,106,12,2878176.8000000003,10,Very High
SO-206642,64,8,737824.8,6,Very High
SO-206708,115,11,1272241.2,10,Very High
SO-206854,142,11,6514369.4,8,Very High
SO-206910,124,12,1591853.0,11,Very High
SO-206938,105,11,1948645.6,7,Very High
SO-206956,117,12,1730293.0,8,Very High
SO-207006,110,11,2289084.6,10,Very High
SO-207009,101,10,2558960.2,9,Very High
SO-207157,15,1,764160.0,1,Very High
SO-207258,75,8,1022279.0,8,Very High
SO-207288,69,5,1364446.0,5,Very High
SO-207305,76,11,1461622.2,9,Very High
SO-207313,28,3,927865.6,3,Very High
SO-207344,47,4,1330825.0,4,Very High
SO-207369,116,8,1431566.0,7,Very High
SO-207371,84,9,1712933.4,7,Very High
SO-207576,96,8,1617759.6,6,Very High
SO-207605,34,4,1655040.0,4,Very High
SO-207617,120,9,2753505.0,8,Very High
SO-207632,17,2,93987.0,2,Very High
SO-207663,96,8,1901349.6,7,Very High
SO-207699,18,3,1072054.8,3,Very High
SO-207722,114,11,2518194.4,8,Very High
SO-207803,30,4,115397.2,4,Very High
SO-207877,79,7,1073666.0,6,Very High
SO-207907,131,10,1490810.4,7,Very High
SO-208013,128,11,2075031.4,9,Very High
SO-208015,19,2,839424.0,2,Very High
SO-208084,96,9,2665639.0,7,Very High
SO-208108,40,3,1858980.8,3,Very High
SO-208227,59,6,641355.8,5,Very High
SO-208253,17,1,45135.0,1,High
SO-208274,71,7,2175099.6,6,Very High
SO-208301,73,8,653843.0,7,Very High
SO-208318,112,10,3535206.0,9,Very High
SO-208407,48,4,1727744.0,3,Very High
SO-208469,25,3,439788.8,2,Very High
SO-208507,68,8,682680.0,7,Very High
SO-208560,59,5,433709.6,5,Very High
SO-208613,45,4,53064.6,3,Very High
SO-208629,120,12,1302564.0,10,Very High
SO-208637,53,4,3638920.6,4,Very High
SO-208654,73,5,1103552.4,5,Very High
SO-208658,36,3,501312.0,3,Very High
SO-208681,125,10,2665368.8,10,Very High
SO-208699,36,5,297767.0,4,Very High
SO-208732,34,3,564695.0,2,Very High
SO-208780,83,10,3354929.0,9,Very High
SO-208800,65,6,921270.0,5,Very High
SO-208818,9,1,6159.6,1,Medium
SO-208824,14,2,171968.0,2,Very High
SO-208829,56,9,1102687.6,6,Very High
SO-208857,79,8,3514571.8,7,Very High
SO-208885,37,4,260678.4,3,Very High
SO-208937,12,2,35872.0,2,High
SO-208965,134,12,6002288.8,10,Very High
SO-208988,69,5,667134.8,5,Very High
SO-209090,95,10,2792954.8,9,Very High
SO-209153,100,11,1259013.0,9,Very High
SO-209197,41,4,122416.4,3,Very High
SO-209232,5,1,8555.0,1,Medium
SO-209359,34,4,194303.4,4,Very High
SO-209446,49,6,627275.6,6,Very High
SO-209546,84,5,1360695.2,5,Very High
SO-209625,95,8,4109550.0,6,Very High
SO-209652,84,6,1504914.0,6,Very High
SO-209707,142,10,3550735.0,8,Very High
SO-209726,109,11,3268386.2,11,Very High
SO-209763,108,11,2317658.0,10,Very High
SO-209764,107,10,3741484.2,10,Very High
SO-209775,111,12,1886576.8,9,Very High
SO-209846,81,7,3815646.4,6,Very High
SO-209978,90,9,2840441.8,7,Very High
SO-210081,86,8,1384611.6,7,Very High
SO-210094,39,6,643080.8,6,Very High
SO-210105,25,4,270550.0,4,Very High
SO-210257,60,5,3683388.0,5,Very High
SO-210271,47,8,257889.6,8,Very High
SO-210284,56,4,3330560.0,4,Very High
SO-210416,20,2,343552.0,2,Very High
SO-210421,166,12,2425151.4,11,Very High
SO-210431,78,8,1073679.2,6,Very High
SO-210585,44,4,799220.0,3,Very High
SO-210629,33,3,447579.6,3,Very High
SO-210656,24,2,98695.2,2,Very High
SO-210761,89,10,2166909.2,10,Very High
SO-210798,139,12,2282330.6,10,Very High
SO-210809,32,2,449567.0,2,Very High
SO-210883,47,3,932500.0,3,Very High
SO-210911,17,2,1369472.0,2,Very High
SO-210930,35,4,976573.6,4,Very High
SO-210980,65,6,2813970.0,6,Very High
SO-210985,150,11,5634526.4,9,Very High
SO-211002,132,12,3005968.2,10,Very High
SO-211094,69,5,1465098.0,5,Very High
SO-211119,120,10,1964655.0,8,Very High
SO-211155,42,5,304963.0,4,Very High
SO-211200,38,5,1250025.6,5,Very High
SO-211209,94,10,2156353.4,7,Very High
SO-211237,26,4,101454.2,4,Very High
SO-211242,18,2,236637.0,2,Very High
SO-211284,42,4,764149.2,4,Very High
SO-211309,76,8,1620949.2,7,Very High
SO-211386,50,4,1113955.2,4,Very High
SO-211390,96,8,1018570.4,7,Very High
SO-211407,66,5,395593.0,5,Very High
SO-211425,35,3,849168.0,3,Very High
SO-211430,38,4,41940.4,4,High
SO-211487,14,3,360286.0,3,Very High
SO-211556,71,6,4117186.4,6,Very High
SO-211603,28,3,264714.4,3,Very High
SO-211654,15,3,25204.8,3,High
SO-211797,68,7,5278811.4,6,Very High
SO-211799,84,6,1336301.8,5,Very High
SO-211820,104,11,852145.0,10,Very High
SO-211917,63,8,2103820.0,6,Very High
SO-211930,161,12,2857584.2,7,Very High
SO-211955,41,5,975470.4,5,Very High
SO-211966,13,2,111840.4,2,Very High
SO-211988,63,4,1489090.8,4,Very High
SO-211992,32,3,540352.0,3,Very High
SO-211994,116,10,621034.0,6,Very High
SO-212056,143,12,8970183.0,9,Very High
SO-212096,52,5,941064.8,4,Very High
SO-212165,64,5,3329774.8,5,Very High
SO-212257,63,4,1717632.0,4,Very High
SO-212264,111,10,4014653.8,8,Very High
SO-212296,97,7,653018.0,7,Very High
SO-212333,22,4,505867.0,4,Very High
SO-212500,36,4,588400.0,4,Very High
SO-212509,110,12,2293560.4,11,Very High
SO-212515,73,7,1229844.0,7,Very High
SO-212568,79,6,4227061.0,5,Very High
SO-212588,106,11,2323080.8,9,Very High
SO-212666,117,10,3954793.8,7,Very High
SO-212742,84,10,1278941.4,8,Very High
SO-212887,30,2,3048960.0,2,Very High
SO-212913,22,3,370812.0,2,Very High
SO-212921,115,9,891933.4,7,Very High
SO-212996,69,7,1812341.4,7,Very High
SO-213032,136,10,2192245.4,10,Very High
SO-213077,143,12,4008439.0,11,Very High
SO-213129,54,4,3980800.0,3,Very High
SO-213144,47,4,778883.4,4,Very High
SO-213163,84,8,1496571.0,7,Very High
SO-213188,81,7,2031242.2,7,Very High
SO-213191,37,4,271830.8,4,Very High
SO-213265,84,11,2438386.8,7,Very High
SO-213311,77,9,1896535.8,7,Very High
SO-213363,49,5,1512322.8,5,Very High
SO-213377,117,12,2455016.0,9,Very High
SO-213407,106,10,992973.0,9,Very High
SO-213408,121,11,2326805.2,10,Very High
SO-213482,119,12,3757370.2,11,Very High
SO-213483,139,12,2830763.6,11,Very High
SO-213487,102,10,2334510.0,8,Very High
SO-213533,42,6,2180096.0,5,Very High
SO-213544,131,10,2082695.2,10,Very High
SO-213565,109,10,3024040.0,10,Very High
SO-213593,39,4,734204.0,4,Very High
SO-213650,141,10,2667899.2,9,Very High
SO-213661,101,8,1264227.0,6,Very High
